ID,date,Typ,Zimmer,Fläche,Preis,PLZ BfS,PLZ Crawler,Ort,Kanton
5,22/03/2020,Wohnung,2,42,920,9320,9320,Arbon,Thurgau
5,22/03/2020,Wohnung,2,42,920,9320,9320,Arbon,Thurgau
6,22/03/2020,Wohnung,4,65,1076,8200,8200,Schaffhausen,Schaffhausen
6,22/03/2020,Wohnung,4,65,1076,8200,8200,Schaffhausen,Schaffhausen
13,22/03/2020,Wohnung,"2,5",55,1550,8902,8902,Urdorf,Zürich
13,22/03/2020,Wohnung,"2,5",55,1550,8902,8902,Urdorf,Zürich
16,22/03/2020,Wohnung,2,50,1750,8049,8049,Zürich,Zürich
17,22/03/2020,Wohnung,"4,5",100,2100,8057,8057,Zürich,Zürich
36,22/03/2020,Wohnung,"3,5",116,1990,8712,8712,Stäfa,Zürich
40,22/03/2020,Wohnung,"3,5",110,2850,8134,8134,Adliswil,Zürich
40,22/03/2020,Wohnung,"3,5",110,2850,8134,8134,Adliswil,Zürich
41,22/03/2020,Wohnung,3,71,2020,8050,8050,Zürich,Zürich
61,22/03/2020,Wohnung,"2,5",53,1760,8600,8600,Dübendorf,Zürich
61,22/03/2020,Wohnung,"2,5",53,1760,8600,8600,Dübendorf,Zürich
61,22/03/2020,Wohnung,"2,5",53,1760,8600,8600,Dübendorf,Zürich
66,22/03/2020,Wohnung,"1,5",65,1180,8914,8914,Aeugst am Albis,Zürich
70,22/03/2020,Wohnung,2,45,2151,8044,8044,Zürich,Zürich
70,22/03/2020,Wohnung,2,45,2151,8044,8044,Zürich,Zürich
72,22/03/2020,Möbliertes Wohnobjekt,4,110,1600,9000,9000,St. Gallen,St. Gallen
75,22/03/2020,Wohnung,"3,5",65,1030,5032,5032,Aarau Rohr,Aargau
77,22/03/2020,Wohnung,"4,5",105,1980,5430,5430,Wettingen,Aargau
78,22/03/2020,Möbliertes Wohnobjekt,1,40,1400,6004,6004,Luzern,Luzern
78,22/03/2020,Möbliertes Wohnobjekt,1,40,1400,6004,6004,Luzern,Luzern
93,22/03/2020,Wohnung,"1,5",45,850,7000,7000,Chur,Graubünden
93,22/03/2020,Wohnung,"1,5",45,850,7000,7000,Chur,Graubünden
95,22/03/2020,Wohnung,"3,5",80,1400,9500,9500,Wil SG,Thurgau
95,22/03/2020,Wohnung,"3,5",80,1400,9500,9500,Wil SG,St. Gallen
95,22/03/2020,Wohnung,"3,5",80,1400,9500,9500,Wil SG,St. Gallen
95,22/03/2020,Wohnung,"3,5",80,1400,9500,9500,Wil SG,St. Gallen
97,22/03/2020,Wohnung,"3,5",84,2630,8047,8047,Zürich,Zürich
102,22/03/2020,Wohnung,"4,5",187,2241,4622,4622,Egerkingen,Solothurn
106,22/03/2020,Wohnung,"1,5",28,660,6377,6377,Seelisberg,Nidwalden
106,22/03/2020,Wohnung,"1,5",28,660,6377,6377,Seelisberg,Uri
109,22/03/2020,Wohnung,2,45,1350,6003,6003,Luzern,Luzern
110,22/03/2020,Attikawohnung,"2,5",70,1590,9434,9434,Au SG,St. Gallen
111,22/03/2020,Wohnung,"3,5",93,1730,9434,9434,Au SG,St. Gallen
195,22/03/2020,Wohnung,"3,5",88,1890,8196,8196,Wil ZH,Zürich
195,22/03/2020,Wohnung,"3,5",88,1890,8196,8196,Wil ZH,Zürich
196,22/03/2020,Wohnung,4,105,2015,1278,1278,La Rippe,Waadt
201,21/03/2020,Wohnung,3,79,2430,8802,8802,Kilchberg ZH,Zürich
202,21/03/2020,Wohnung,"3,5",85,1730,3604,3604,Thun,Bern
203,21/03/2020,Wohnung,3,66,1300,4600,4600,Olten,Aargau
203,21/03/2020,Wohnung,3,66,1300,4600,4600,Olten,Solothurn
203,21/03/2020,Wohnung,3,66,1300,4600,4600,Olten,Solothurn
203,21/03/2020,Wohnung,3,66,1300,4600,4600,Olten,Solothurn
204,21/03/2020,Wohnung,2,56,1321,1700,1700,Fribourg,Freiburg
204,21/03/2020,Wohnung,2,56,1321,1700,1700,Fribourg,Freiburg
204,21/03/2020,Wohnung,2,56,1321,1700,1700,Fribourg,Freiburg
206,21/03/2020,Wohnung,"3,5",65,1200,4802,4802,Strengelbach,Aargau
206,21/03/2020,Wohnung,"3,5",65,1200,4802,4802,Strengelbach,Aargau
208,22/03/2020,Wohnung,"4,5",128,2250,4528,4528,Zuchwil,Solothurn
208,22/03/2020,Wohnung,"4,5",128,2250,4528,4528,Zuchwil,Solothurn
209,21/03/2020,Wohnung,"4,5",80,1390,7000,7000,Chur,Graubünden
209,21/03/2020,Wohnung,"4,5",80,1390,7000,7000,Chur,Graubünden
210,21/03/2020,Wohnung,"2,5",60,1295,7408,7408,Cazis,Graubünden
230,21/03/2020,Wohnung,"4,5",102,1924,9200,9200,Gossau SG,St. Gallen
230,21/03/2020,Wohnung,"4,5",102,1924,9200,9200,Gossau SG,St. Gallen
230,21/03/2020,Wohnung,"4,5",102,1924,9200,9200,Gossau SG,St. Gallen
231,21/03/2020,Wohnung,"2,5",65,1390,9200,9200,Gossau SG,St. Gallen
231,21/03/2020,Wohnung,"2,5",65,1390,9200,9200,Gossau SG,St. Gallen
231,21/03/2020,Wohnung,"2,5",65,1390,9200,9200,Gossau SG,St. Gallen
232,21/03/2020,Wohnung,"3,5",90,1716,9200,9200,Gossau SG,St. Gallen
232,21/03/2020,Wohnung,"3,5",90,1716,9200,9200,Gossau SG,St. Gallen
232,21/03/2020,Wohnung,"3,5",90,1716,9200,9200,Gossau SG,St. Gallen
235,21/03/2020,Wohnung,2,54,1670,1018,1018,Lausanne,Waadt
236,21/03/2020,Wohnung,"3,5",80,1690,8200,8200,Schaffhausen,Schaffhausen
236,21/03/2020,Wohnung,"3,5",80,1690,8200,8200,Schaffhausen,Schaffhausen
238,22/03/2020,Wohnung,"4,5",140,2915,2000,2000,Neuchâtel,Neuchâtel
238,22/03/2020,Wohnung,"4,5",140,2915,2000,2000,Neuchâtel,Neuchâtel
238,22/03/2020,Wohnung,"4,5",140,2915,2000,2000,Neuchâtel,Neuchâtel
239,22/03/2020,Wohnung,"4,5",140,2800,2000,2000,Neuchâtel,Neuchâtel
239,22/03/2020,Wohnung,"4,5",140,2800,2000,2000,Neuchâtel,Neuchâtel
239,22/03/2020,Wohnung,"4,5",140,2800,2000,2000,Neuchâtel,Neuchâtel
240,22/03/2020,Wohnung,"5,5",140,2820,2000,2000,Neuchâtel,Neuchâtel
240,22/03/2020,Wohnung,"5,5",140,2820,2000,2000,Neuchâtel,Neuchâtel
240,22/03/2020,Wohnung,"5,5",140,2820,2000,2000,Neuchâtel,Neuchâtel
241,22/03/2020,Wohnung,"4,5",140,2605,2000,2000,Neuchâtel,Neuchâtel
241,22/03/2020,Wohnung,"4,5",140,2605,2000,2000,Neuchâtel,Neuchâtel
241,22/03/2020,Wohnung,"4,5",140,2605,2000,2000,Neuchâtel,Neuchâtel
244,22/03/2020,Wohnung,"3,5",120,2380,2000,2000,Neuchâtel,Neuchâtel
244,22/03/2020,Wohnung,"3,5",120,2380,2000,2000,Neuchâtel,Neuchâtel
244,22/03/2020,Wohnung,"3,5",120,2380,2000,2000,Neuchâtel,Neuchâtel
247,22/03/2020,Wohnung,"3,5",87,1720,2068,2068,Hauterive NE,Neuchâtel
248,22/03/2020,Wohnung,"3,5",87,1720,2068,2068,Hauterive NE,Neuchâtel
251,22/03/2020,Wohnung,3,60,920,2400,2400,Le Locle,Neuchâtel
251,22/03/2020,Wohnung,3,60,920,2400,2400,Le Locle,Neuchâtel
251,22/03/2020,Wohnung,3,60,920,2400,2400,Le Locle,Neuchâtel
251,22/03/2020,Wohnung,3,60,920,2400,2400,Le Locle,Neuchâtel
252,22/03/2020,Wohnung,1,43,1150,2000,2000,Neuchâtel,Neuchâtel
252,22/03/2020,Wohnung,1,43,1150,2000,2000,Neuchâtel,Neuchâtel
252,22/03/2020,Wohnung,1,43,1150,2000,2000,Neuchâtel,Neuchâtel
253,22/03/2020,Wohnung,"2,5",55,1440,2000,2000,Neuchâtel,Neuchâtel
253,22/03/2020,Wohnung,"2,5",55,1440,2000,2000,Neuchâtel,Neuchâtel
253,22/03/2020,Wohnung,"2,5",55,1440,2000,2000,Neuchâtel,Neuchâtel
254,22/03/2020,Wohnung,1,42,1005,2000,2000,Neuchâtel,Neuchâtel
254,22/03/2020,Wohnung,1,42,1005,2000,2000,Neuchâtel,Neuchâtel
254,22/03/2020,Wohnung,1,42,1005,2000,2000,Neuchâtel,Neuchâtel
255,22/03/2020,Wohnung,3,80,1050,2300,2300,La Chaux-de-Fonds,Neuchâtel
257,22/03/2020,Wohnung,1,35,990,2000,2000,Neuchâtel,Neuchâtel
257,22/03/2020,Wohnung,1,35,990,2000,2000,Neuchâtel,Neuchâtel
257,22/03/2020,Wohnung,1,35,990,2000,2000,Neuchâtel,Neuchâtel
258,22/03/2020,Wohnung,1,47,940,2000,2000,Neuchâtel,Neuchâtel
258,22/03/2020,Wohnung,1,47,940,2000,2000,Neuchâtel,Neuchâtel
258,22/03/2020,Wohnung,1,47,940,2000,2000,Neuchâtel,Neuchâtel
261,22/03/2020,Wohnung,5,110,955,2400,2400,Le Locle,Neuchâtel
261,22/03/2020,Wohnung,5,110,955,2400,2400,Le Locle,Neuchâtel
261,22/03/2020,Wohnung,5,110,955,2400,2400,Le Locle,Neuchâtel
261,22/03/2020,Wohnung,5,110,955,2400,2400,Le Locle,Neuchâtel
264,21/03/2020,Wohnung,"4,5",100,2290,2000,2000,Neuchâtel,Neuchâtel
264,21/03/2020,Wohnung,"4,5",100,2290,2000,2000,Neuchâtel,Neuchâtel
264,21/03/2020,Wohnung,"4,5",100,2290,2000,2000,Neuchâtel,Neuchâtel
267,21/03/2020,Wohnung,"3,5",90,1500,2053,2053,Cernier,Neuchâtel
273,22/03/2020,Wohnung,"4,5",110,1925,1522,1522,Lucens,Waadt
273,22/03/2020,Wohnung,"4,5",110,1925,1522,1522,Lucens,Waadt
274,22/03/2020,Wohnung,"4,5",110,2000,1522,1522,Lucens,Waadt
274,22/03/2020,Wohnung,"4,5",110,2000,1522,1522,Lucens,Waadt
276,22/03/2020,Wohnung,"4,5",110,1968,1522,1522,Lucens,Waadt
276,22/03/2020,Wohnung,"4,5",110,1968,1522,1522,Lucens,Waadt
278,22/03/2020,Wohnung,"4,5",110,2000,1522,1522,Lucens,Waadt
278,22/03/2020,Wohnung,"4,5",110,2000,1522,1522,Lucens,Waadt
279,21/03/2020,Wohnung,"3,5",59,990,1337,1337,Vallorbe,Waadt
282,21/03/2020,Partyraum,1,20,250,1337,1337,Vallorbe,Waadt
303,21/03/2020,Wohnung,"3,5",85,1270,9400,9400,Rorschach,St. Gallen
303,21/03/2020,Wohnung,"3,5",85,1270,9400,9400,Rorschach,St. Gallen
306,21/03/2020,Wohnung,2,51,1490,4058,4058,Basel,Basel-Stadt
306,21/03/2020,Wohnung,2,51,1490,4058,4058,Basel,Basel-Stadt
307,21/03/2020,Wohnung,"4,5",80,1690,3600,3600,Thun,Bern
307,21/03/2020,Wohnung,"4,5",80,1690,3600,3600,Thun,Bern
308,21/03/2020,Wohnung,"3,5",75,1542,7000,7000,Chur,Graubünden
308,21/03/2020,Wohnung,"3,5",75,1542,7000,7000,Chur,Graubünden
309,21/03/2020,Einzelzimmer,1,23,1240,1201,1201,Genève,Genf
310,21/03/2020,Wohnung,"3,5",87,1950,4153,4153,Reinach BL,Basel-Landschaft
310,21/03/2020,Wohnung,"3,5",87,1950,4153,4153,Reinach BL,Basel-Landschaft
310,21/03/2020,Wohnung,"3,5",87,1950,4153,4153,Reinach BL,Basel-Landschaft
310,21/03/2020,Wohnung,"3,5",87,1950,4153,4153,Reinach BL,Basel-Landschaft
312,21/03/2020,Wohnung,"1,5",45,1220,4058,4058,Basel,Basel-Stadt
312,21/03/2020,Wohnung,"1,5",45,1220,4058,4058,Basel,Basel-Stadt
313,21/03/2020,Wohnung,2,44,1300,4058,4058,Basel,Basel-Stadt
313,21/03/2020,Wohnung,2,44,1300,4058,4058,Basel,Basel-Stadt
314,21/03/2020,Wohnung,2,45,1220,4058,4058,Basel,Basel-Stadt
314,21/03/2020,Wohnung,2,45,1220,4058,4058,Basel,Basel-Stadt
315,21/03/2020,Wohnung,"4,5",109,1940,4203,4203,Grellingen,Basel-Landschaft
316,21/03/2020,Wohnung,"3,5",62,1610,4127,4127,Birsfelden,Basel-Landschaft
316,21/03/2020,Wohnung,"3,5",62,1610,4127,4127,Birsfelden,Basel-Landschaft
318,21/03/2020,Wohnung,2,55,1290,4057,4057,Basel,Basel-Stadt
319,21/03/2020,Wohnung,2,54,1140,4143,4143,Dornach,Solothurn
322,21/03/2020,Einfamilienhaus,"5,5",135,2800,8543,8543,Gundetswil,Zürich
325,21/03/2020,Wohnung,"4,5",112,1950,9053,9053,Teufen AR,Appenzell Innerrhoden
325,21/03/2020,Wohnung,"4,5",112,1950,9053,9053,Teufen AR,Appenzell Ausserrhoden
325,21/03/2020,Wohnung,"4,5",112,1950,9053,9053,Teufen AR,Appenzell Ausserrhoden
326,21/03/2020,Wohnung,"4,5",98,1590,9437,9437,Marbach SG,St. Gallen
326,21/03/2020,Wohnung,"4,5",98,1590,9437,9437,Marbach SG,St. Gallen
326,21/03/2020,Wohnung,"4,5",98,1590,9437,9437,Marbach SG,Appenzell Ausserrhoden
333,21/03/2020,Wohnung,"4,5",96,1650,4310,4310,Rheinfelden,Aargau
334,21/03/2020,Wohnung,2,48,1006,4310,4310,Rheinfelden,Aargau
335,21/03/2020,Wohnung,"3,5",90,1515,2542,2542,Pieterlen,Bern
336,21/03/2020,Wohnung,"4,5",96,1729,4310,4310,Rheinfelden,Aargau
337,21/03/2020,Wohnung,"2,5",73,1456,4310,4310,Rheinfelden,Aargau
338,21/03/2020,Wohnung,"2,5",73,1450,4310,4310,Rheinfelden,Aargau
339,21/03/2020,Wohnung,"3,5",85,1622,4310,4310,Rheinfelden,Aargau
340,21/03/2020,Wohnung,"2,5",74,1840,4052,4052,Basel,Basel-Landschaft
340,21/03/2020,Wohnung,"2,5",74,1840,4052,4052,Basel,Basel-Stadt
341,21/03/2020,Wohnung,"4,5",112,2200,8547,8547,Gachnang,Thurgau
345,21/03/2020,Einfamilienhaus,5,160,950,,8960,Grentzingen,
348,21/03/2020,Wohnung,"4,5",135,3320,6353,6353,Weggis,Luzern
348,21/03/2020,Wohnung,"4,5",135,3320,6353,6353,Weggis,Luzern
350,21/03/2020,Wohnung,"4,5",120,1960,5037,5037,Muhen,Aargau
351,21/03/2020,Einfamilienhaus,6,150,5100,1295,1295,Tannay,Waadt
351,21/03/2020,Einfamilienhaus,6,150,5100,1295,1295,Tannay,Waadt
354,21/03/2020,Attikawohnung,"4,5",125,3150,4153,4153,Reinach BL,Basel-Landschaft
354,21/03/2020,Attikawohnung,"4,5",125,3150,4153,4153,Reinach BL,Basel-Landschaft
354,21/03/2020,Attikawohnung,"4,5",125,3150,4153,4153,Reinach BL,Basel-Landschaft
354,21/03/2020,Attikawohnung,"4,5",125,3150,4153,4153,Reinach BL,Basel-Landschaft
364,21/03/2020,Wohnung,"4,5",109,1890,9315,9315,Neukirch (Egnach),Thurgau
364,21/03/2020,Wohnung,"4,5",109,1890,9315,9315,Neukirch (Egnach),Thurgau
364,21/03/2020,Wohnung,"4,5",109,1890,9315,9315,Neukirch (Egnach),St. Gallen
365,21/03/2020,Wohnung,"4,5",118,2040,7408,7408,Cazis,Graubünden
366,21/03/2020,Wohnung,"4,5",119,1940,7408,7408,Cazis,Graubünden
368,21/03/2020,Wohnung,"2,5",61,1360,9315,9315,Neukirch (Egnach),Thurgau
368,21/03/2020,Wohnung,"2,5",61,1360,9315,9315,Neukirch (Egnach),Thurgau
368,21/03/2020,Wohnung,"2,5",61,1360,9315,9315,Neukirch (Egnach),St. Gallen
369,21/03/2020,Wohnung,"3,5",88,1595,7408,7408,Cazis,Graubünden
370,21/03/2020,Wohnung,"2,5",60,1295,7408,7408,Cazis,Graubünden
372,21/03/2020,Wohnung,"4,5",125,2850,8645,8645,Jona,St. Gallen
373,22/03/2020,Wohnung,"3,5",90,950,8226,8226,Schleitheim,Schaffhausen
373,22/03/2020,Wohnung,"3,5",90,950,8226,8226,Schleitheim,Schaffhausen
373,22/03/2020,Wohnung,"3,5",90,950,8226,8226,Schleitheim,Schaffhausen
374,22/03/2020,Wohnung,2,55,750,8226,8226,Schleitheim,Schaffhausen
374,22/03/2020,Wohnung,2,55,750,8226,8226,Schleitheim,Schaffhausen
374,22/03/2020,Wohnung,2,55,750,8226,8226,Schleitheim,Schaffhausen
377,21/03/2020,Wohnung,"3,5",74,1190,9016,9016,St. Gallen,St. Gallen
384,21/03/2020,Wohnung,"3,5",90,3350,8810,8810,Horgen,Zürich
388,21/03/2020,Studio,"1,5",35,1100,6353,6353,Weggis,Luzern
388,21/03/2020,Studio,"1,5",35,1100,6353,6353,Weggis,Luzern
389,21/03/2020,Wohnung,"2,5",92,3495,8008,8008,Zürich,Zürich
390,21/03/2020,Wohnung,"1,5",68,2895,8008,8008,Zürich,Zürich
391,21/03/2020,Wohnung,"2,5",55,1130,8637,8637,Laupen ZH,St. Gallen
391,21/03/2020,Wohnung,"2,5",55,1130,8637,8637,Laupen ZH,Zürich
392,21/03/2020,Wohnung,"2,5",55,1130,8636,8636,Wald ZH,St. Gallen
392,21/03/2020,Wohnung,"2,5",55,1130,8636,8636,Wald ZH,Zürich
392,21/03/2020,Wohnung,"2,5",55,1130,8636,8636,Wald ZH,Zürich
392,21/03/2020,Wohnung,"2,5",55,1130,8636,8636,Wald ZH,Zürich
393,21/03/2020,Möbliertes Wohnobjekt,1,18,1490,8330,8330,Pfäffikon ZH,Zürich
397,22/03/2020,Wohnung,"3,5",100,2055,4457,4457,Diegten,Basel-Landschaft
397,22/03/2020,Wohnung,"3,5",100,2055,4457,4457,Diegten,Basel-Landschaft
397,22/03/2020,Wohnung,"3,5",100,2055,4457,4457,Diegten,Basel-Landschaft
401,21/03/2020,Wohnung,"2,5",60,995,5412,5412,Gebenstorf,Aargau
402,21/03/2020,Wohnung,"3,5",75,2290,8800,8800,Thalwil,Zürich
404,21/03/2020,Wohnung,"2,5",61,1067,8965,8965,Berikon,Aargau
427,22/03/2020,Möbliertes Wohnobjekt,"1,5",33,900,8532,8532,Warth,Thurgau
427,22/03/2020,Möbliertes Wohnobjekt,"1,5",33,900,8532,8532,Warth,Thurgau
428,21/03/2020,Wohnung,"3,5",150,4340,8700,8700,Küsnacht ZH,Zürich
429,22/03/2020,Wohnung,"2,5",58,1960,8006,8006,Zürich,Zürich
431,21/03/2020,Wohnung,"2,5",60,1960,8050,8050,Zürich,Zürich
433,22/03/2020,Wohnung,"4,5",95,1420,5737,5737,Menziken,Aargau
435,22/03/2020,Wohnung,"2,5",72,2290,8006,8006,Zürich,Zürich
436,21/03/2020,Wohnung,"1,5",63,1080,5108,5108,Oberflachs,Aargau
447,21/03/2020,Wohnung,2,56,1548,8303,8303,Bassersdorf,Zürich
449,21/03/2020,Wohnung,"3,5",100,2800,6977,6977,Ruvigliana,Tessin
450,21/03/2020,Wohnung,"3,5",100,2100,8143,8143,Uetliberg,Zürich
450,21/03/2020,Wohnung,"3,5",100,2100,8143,8143,Uetliberg,Zürich
450,21/03/2020,Wohnung,"3,5",100,2100,8143,8143,Uetliberg,Zürich
454,21/03/2020,Wohnung,"4,5",98,2200,4102,4102,Binningen,Basel-Landschaft
454,21/03/2020,Wohnung,"4,5",98,2200,4102,4102,Binningen,Basel-Landschaft
456,22/03/2020,Wohnung,1,28,560,1860,1860,Aigle,Waadt
462,22/03/2020,Möbliertes Wohnobjekt,"4,5",15,900,8049,8049,Zürich,Zürich
465,21/03/2020,Wohnung,"3,5",60,1500,8003,8003,Zürich,Zürich
469,21/03/2020,Wohnung,"4,5",105,1510,9555,9555,Tobel,Thurgau
469,21/03/2020,Wohnung,"4,5",105,1510,9555,9555,Tobel,Thurgau
471,21/03/2020,Wohnung,"4,5",104,196,8135,8135,Langnau am Albis,Zürich
471,21/03/2020,Wohnung,"4,5",104,196,8135,8135,Langnau am Albis,Zürich
488,21/03/2020,Wohnung,2,55,1398,8413,8413,Neftenbach,Zürich
491,21/03/2020,Studio,1,23,1240,1201,1201,Genève,Genf
493,21/03/2020,Wohnung,"3,5",100,1950,8483,8483,Kollbrunn,Zürich
493,21/03/2020,Wohnung,"3,5",100,1950,8483,8483,Kollbrunn,Zürich
496,21/03/2020,Wohnung,3,67,1655,8902,8902,Urdorf,Zürich
496,21/03/2020,Wohnung,3,67,1655,8902,8902,Urdorf,Zürich
497,21/03/2020,Wohnung,"2,5",60,1246,8057,8057,Zürich,Zürich
502,21/03/2020,Möbliertes Wohnobjekt,"1,5",35,1150,8057,8057,Zürich,Zürich
504,21/03/2020,Wohnung,1,36,670,1530,1530,Payerne,Waadt
508,21/03/2020,Büro,3,100,1200,1063,1063,Peyres-Possens,Waadt
508,21/03/2020,Büro,3,100,1200,1063,1063,Peyres-Possens,Waadt
508,21/03/2020,Büro,3,100,1200,1063,1063,Peyres-Possens,Waadt
509,21/03/2020,Wohnung,"5,5",166,6000,1009,1009,Pully,Waadt
510,21/03/2020,Wohnung,"3,5",105,1570,1680,1680,Romont FR,Freiburg
510,21/03/2020,Wohnung,"3,5",105,1570,1680,1680,Romont FR,Freiburg
510,21/03/2020,Wohnung,"3,5",105,1570,1680,1680,Romont FR,Freiburg
510,21/03/2020,Wohnung,"3,5",105,1570,1680,1680,Romont FR,Freiburg
511,21/03/2020,Villa,"4,5",150,3700,1807,1807,Blonay,Waadt
511,21/03/2020,Villa,"4,5",150,3700,1807,1807,Blonay,Waadt
515,22/03/2020,Wohnung,"3,5",80,1130,9400,9400,Rorschach,St. Gallen
515,22/03/2020,Wohnung,"3,5",80,1130,9400,9400,Rorschach,St. Gallen
516,21/03/2020,Wohnung,"4,5",103,1640,9300,9300,Wittenbach,St. Gallen
516,21/03/2020,Wohnung,"4,5",103,1640,9300,9300,Wittenbach,St. Gallen
516,21/03/2020,Wohnung,"4,5",103,1640,9300,9300,Wittenbach,St. Gallen
516,21/03/2020,Wohnung,"4,5",103,1640,9300,9300,Wittenbach,St. Gallen
516,21/03/2020,Wohnung,"4,5",103,1640,9300,9300,Wittenbach,St. Gallen
517,21/03/2020,Wohnung,"4,5",105,1580,8274,8274,Tägerwilen,Thurgau
517,21/03/2020,Wohnung,"4,5",105,1580,8274,8274,Tägerwilen,Thurgau
518,22/03/2020,Wohnung,"4,5",98,1690,9320,9320,Arbon,Thurgau
518,22/03/2020,Wohnung,"4,5",98,1690,9320,9320,Arbon,Thurgau
521,21/03/2020,Wohnung,"3,5",73,1190,9230,9230,Flawil,St. Gallen
521,21/03/2020,Wohnung,"3,5",73,1190,9230,9230,Flawil,St. Gallen
521,21/03/2020,Wohnung,"3,5",73,1190,9230,9230,Flawil,St. Gallen
521,21/03/2020,Wohnung,"3,5",73,1190,9230,9230,Flawil,St. Gallen
522,22/03/2020,Wohnung,"1,5",35,1590,6340,6340,Baar,Zug
522,22/03/2020,Wohnung,"1,5",35,1590,6340,6340,Baar,Zug
522,22/03/2020,Wohnung,"1,5",35,1590,6340,6340,Baar,Zug
522,22/03/2020,Wohnung,"1,5",35,1590,6340,6340,Baar,Zug
523,22/03/2020,Dachwohnung,"4,5",92,1470,5727,5727,Oberkulm,Aargau
524,21/03/2020,Wohnung,"4,5",108,1985,6024,6024,Hildisrieden,Luzern
525,21/03/2020,Maisonette / Duplex,"4,5",112,2300,4058,4058,Basel,Basel-Stadt
525,21/03/2020,Maisonette / Duplex,"4,5",112,2300,4058,4058,Basel,Basel-Stadt
527,21/03/2020,Einfamilienhaus,6,134,2700,6374,6374,Buochs,Nidwalden
527,21/03/2020,Einfamilienhaus,6,134,2700,6374,6374,Buochs,Nidwalden
527,21/03/2020,Einfamilienhaus,6,134,2700,6374,6374,Buochs,Nidwalden
529,21/03/2020,Wohnung,3,35,730,9103,9103,Schwellbrunn,St. Gallen
529,21/03/2020,Wohnung,3,35,730,9103,9103,Schwellbrunn,Appenzell Ausserrhoden
529,21/03/2020,Wohnung,3,35,730,9103,9103,Schwellbrunn,Appenzell Ausserrhoden
529,21/03/2020,Wohnung,3,35,730,9103,9103,Schwellbrunn,Appenzell Ausserrhoden
530,22/03/2020,Möbliertes Wohnobjekt,"1,5",45,700,7317,7317,Valens,St. Gallen
530,22/03/2020,Möbliertes Wohnobjekt,"1,5",45,700,7317,7317,Valens,St. Gallen
532,21/03/2020,Wohnung,2,56,1090,9000,9000,St. Gallen,St. Gallen
535,21/03/2020,Dachwohnung,4,80,1690,4424,4424,Arboldswil,Basel-Landschaft
535,21/03/2020,Dachwohnung,4,80,1690,4424,4424,Arboldswil,Basel-Landschaft
536,22/03/2020,Wohnung,"3,5",75,1750,6052,6052,Hergiswil NW,Nidwalden
536,22/03/2020,Wohnung,"3,5",75,1750,6052,6052,Hergiswil NW,Luzern
537,21/03/2020,Einfamilienhaus,"5,5",172,3500,4123,4123,Allschwil,Basel-Landschaft
538,21/03/2020,Terrassenwohnung,"4,5",83,2100,6370,6370,Oberdorf NW,Nidwalden
538,21/03/2020,Terrassenwohnung,"4,5",83,2100,6370,6370,Oberdorf NW,Nidwalden
543,21/03/2020,Wohnung,"2,5",60,1500,8353,8353,Elgg,Zürich
544,21/03/2020,Wohnung,"3,5",78,1760,6003,6003,Luzern,Luzern
548,21/03/2020,Einzelzimmer,1,36,670,1530,1530,Payerne,Waadt
551,21/03/2020,Wohnung,"5,5",120,1750,8274,8274,Tägerwilen,Thurgau
551,21/03/2020,Wohnung,"5,5",120,1750,8274,8274,Tägerwilen,Thurgau
554,21/03/2020,Dachwohnung,"2,5",64,1250,9400,9400,Rorschach,St. Gallen
554,21/03/2020,Dachwohnung,"2,5",64,1250,9400,9400,Rorschach,St. Gallen
555,21/03/2020,Wohnung,"4,5",102,2080,7014,7014,Trin,Graubünden
556,21/03/2020,Dachwohnung,"4,5",102,2370,7014,7014,Trin,Graubünden
558,22/03/2020,Wohnung,"2,5",55,1700,8052,8052,Zürich,Zürich
558,22/03/2020,Wohnung,"2,5",55,1700,8052,8052,Zürich,Zürich
558,22/03/2020,Wohnung,"2,5",55,1700,8052,8052,Zürich,Zürich
559,22/03/2020,Wohnung,"3,5",146,1790,9400,9400,Rorschach,St. Gallen
559,22/03/2020,Wohnung,"3,5",146,1790,9400,9400,Rorschach,St. Gallen
560,21/03/2020,Wohnung,"2,5",65,700,9643,9643,Krummenau,St. Gallen
560,21/03/2020,Wohnung,"2,5",65,700,9643,9643,Krummenau,St. Gallen
561,21/03/2020,Wohnung,1,25,690,3004,3004,Bern,Bern
562,21/03/2020,Wohnung,"2,5",65,1410,6032,6032,Emmen,Luzern
562,21/03/2020,Wohnung,"2,5",65,1410,6032,6032,Emmen,Luzern
563,21/03/2020,Wohnung,"3,5",83,1710,6032,6032,Emmen,Luzern
563,21/03/2020,Wohnung,"3,5",83,1710,6032,6032,Emmen,Luzern
567,21/03/2020,Möbliertes Wohnobjekt,2,32,990,3920,3920,Zermatt,Wallis
568,21/03/2020,Wohnung,"2,5",61,979,4058,4058,Basel,Basel-Stadt
568,21/03/2020,Wohnung,"2,5",61,979,4058,4058,Basel,Basel-Stadt
569,21/03/2020,Wohnung,"4,5",109,2450,6005,6005,Luzern,Luzern
569,21/03/2020,Wohnung,"4,5",109,2450,6005,6005,Luzern,Luzern
569,21/03/2020,Wohnung,"4,5",109,2450,6005,6005,Luzern,Luzern
571,21/03/2020,Wohnung,"4,5",136,2290,8752,8752,Näfels,Glarus
574,21/03/2020,Wohnung,3,80,1670,4123,4123,Allschwil,Basel-Landschaft
575,22/03/2020,Wohnung,3,56,1180,4410,4410,Liestal,Basel-Landschaft
