,ID,date,Strasse,Hausnummer,PLZ,Ort,Kanton,type,Zimmer,Fläche,Preis
0,5,22.03.2020,Kapellgasse ,2,9320,Arbon,Thurgau,Wohnung,2,42,920
1,6,22.03.2020,Sonnenstrasse ,62,8200,Schaffhausen,Schaffhausen,Wohnung,4,65,1076
2,13,22.03.2020,Gartenstrasse ,2,8902,Urdorf,Zürich,Wohnung,2.5,55,1550
3,16,22.03.2020,Im Wingert ,15,8049,Zürich,Zürich,Wohnung,2,50,1750
4,17,22.03.2020, Waldgartenweg ,20,8057,Zürich,Zürich,Wohnung,4.5,100,2100
5,36,22.03.2020,Bergstrasse ,14,8712,Stäfa,Zürich,Wohnung,3.5,116,1990
6,40,22.03.2020,Eichenweg ,15,8134,Adliswil,Zürich,Wohnung,3.5,110,2850
7,41,22.03.2020,"Querstrasse, ",16,8050,Zürich,Zürich,Wohnung,3,71,2020
8,61,22.03.2020,Bühlwiesenstrasse ,22,8600,Dübendorf,Zürich,Wohnung,2.5,53,1760
9,66,22.03.2020, Chlosterstrasse ,21,8914,Aeugst am Albis,Zürich,Wohnung,1.5,65,1180
10,70,22.03.2020,Kraftstrasse ,28,8044,Zürich,Zürich,Wohnung,2,45,2151
11,72,22.03.2020,Bürglistrasse ,5,9000,St. Gallen,St. Gallen,Möbliertes Wohnobjekt,4,110,1600
12,74,22.03.2020,Feldbergstrasse ,41,4057,Basel,Basel-Stadt,Hobbyraum,-,60,900
13,75,22.03.2020,Hauptstrasse ,49,5032,Aarau Rohr,Aargau,Wohnung,3.5,65,1030
14,77,22.03.2020,Mattenstrasse ,25,5430,Wettingen,Aargau,Wohnung,4.5,105,1980
15,78,22.03.2020,Metzgerrainle ,4,6004,Luzern,Luzern,Möbliertes Wohnobjekt,1,40,1400
16,93,22.03.2020,Sankt Margrethenstrasse ,12,7000,Chur,Graubünden,Wohnung,1.5,45,850
17,95,22.03.2020,Wilenstrasse ,29,9500,Wil SG,St. Gallen,Wohnung,3.5,80,1400
18,97,22.03.2020,"In der Ey, ",46,8047,Zürich,Zürich,Wohnung,3.5,84,2630
19,102,22.03.2020,Martinstrasse ,8,4622,Egerkingen,Solothurn,Wohnung,4.5,187,2241
20,106,22.03.2020,Obere Buechi str.,10,6377,Seelisberg,Uri,Wohnung,1.5,28,660
21,109,22.03.2020, Bundesstrasse ,7,6003,Luzern,Luzern,Wohnung,2,45,1350
22,110,22.03.2020,Bartlishaldenstrasse ,1,9434,Au SG,St. Gallen,Attikawohnung,2.5,70,1590
23,111,22.03.2020,Bartlishaldenstrasse ,1,9434,Au SG,St. Gallen,Wohnung,3.5,93,1730
24,195,22.03.2020,Kirchweg ,23,8196,Wil ZH,Zürich,Wohnung,3.5,88,1890
25,196,22.03.2020,Tranchepied ,22,1278,La Rippe,Waadt,Wohnung,4,105,2015
26,201,21.03.2020,Seestrasse ,50,8802,Kilchberg ZH,Zürich,Wohnung,3,79,2430
27,202,21.03.2020,Von May-Str. ,30,3604,Thun,Bern,Wohnung,3.5,85,1730
28,203,21.03.2020,Mühletalweg ,3,4600,Olten,Solothurn,Wohnung,3,66,1300
29,204,21.03.2020,Rue Joseph Reichlen ,5,1700,Fribourg,Freiburg,Wohnung,2,56,1321
30,206,21.03.2020,Lehmgrubenweg ,2,4802,Strengelbach,Aargau,Wohnung,3.5,65,1200
31,208,22.03.2020,Industriestrasse ,26,4528,Zuchwil,Solothurn,Wohnung,4.5,128,2250
32,209,21.03.2020,Wagnergasse ,5,7000,Chur,Graubünden,Wohnung,4.5,80,1390
33,210,21.03.2020,Cavendel ,44,7408,Cazis,Graubünden,Wohnung,2.5,60,1295
34,230,21.03.2020,Bischofszellerstrasse ,14,9200,Gossau SG,St. Gallen,Wohnung,4.5,102,1924
35,231,21.03.2020,Bischofszellerstrasse ,16,9200,Gossau SG,St. Gallen,Wohnung,2.5,65,1390
36,232,21.03.2020,Bischofszellerstrasse ,14,9200,Gossau SG,St. Gallen,Wohnung,3.5,90,1716
37,235,21.03.2020,Av. Druey ,17,1018,Lausanne,Waadt,Wohnung,2,54,1670
38,236,21.03.2020,Im Riet ,6,8200,Schaffhausen,Schaffhausen,Wohnung,3.5,80,1690
39,237,21.03.2020,Bienkenstr. ,24,4702,Oensingen,Solothurn,Büro,-,241,184
40,238,22.03.2020,Rue du Rocher ,37,2000,Neuchâtel,Neuenburg,Wohnung,4.5,140,2915
41,239,22.03.2020,Rue du Rocher ,37,2000,Neuchâtel,Neuenburg,Wohnung,4.5,140,2800
42,240,22.03.2020, Rue du Rocher ,37,2000,Neuchâtel,Neuenburg,Wohnung,5.5,140,2820
43,241,22.03.2020,Rue du Rocher ,37,2000,Neuchâtel,Neuenburg,Wohnung,4.5,140,2605
44,244,22.03.2020,Rue du Rocher ,37,2000,Neuchâtel,Neuenburg,Wohnung,3.5,120,2380
45,247,22.03.2020,Rouges-Terres ,41,2068,Hauterive NE,Neuenburg,Wohnung,3.5,87,1720
46,248,22.03.2020,Rouges-Terres ,41,2068,Hauterive NE,Neuenburg,Wohnung,3.5,87,1720
47,250,22.03.2020,Rue de l'Ecluse ,38,2000,Neuchâtel,Neuenburg,Wohnung,-,62,1290
48,251,22.03.2020,Rue Daniel-Jeanrichard ,1,2400,Le Locle,Neuenburg,Wohnung,3,60,920
49,252,22.03.2020,Rue de l'Ecluse ,38,2000,Neuchâtel,Neuenburg,Wohnung,1,43,1150
50,253,22.03.2020,Rue de l'Ecluse ,30,2000,Neuchâtel,Neuenburg,Wohnung,2.5,55,1440
51,254,22.03.2020,Rue de l'Ecluse ,38,2000,Neuchâtel,Neuenburg,Wohnung,1,42,1005
52,255,22.03.2020,Rue de Parc ,149,2300,La Chaux-de-Fonds,Neuenburg,Wohnung,3,80,1050
53,257,22.03.2020,Rue de l'Ecluse ,38,2000,Neuchâtel,Neuenburg,Wohnung,1,35,990
54,258,22.03.2020,Rue de l'Ecluse ,30,2000,Neuchâtel,Neuenburg,Wohnung,1,47,940
55,261,22.03.2020,Billodes ,38,2400,Le Locle,Neuenburg,Wohnung,5,110,955
56,264,21.03.2020,Chemin de Belleroche ,14,2000,Neuchâtel,Neuenburg,Wohnung,4.5,100,2290
57,267,21.03.2020,Rue de Pommeret ,7,2053,Cernier,Neuenburg,Wohnung,3.5,90,1500
58,273,22.03.2020,Rte de Villeneuve ,20,1522,Lucens,Waadt,Wohnung,4.5,110,1925
59,274,22.03.2020,Rte de Villeneuve ,18,1522,Lucens,Waadt,Wohnung,4.5,110,2000
60,276,22.03.2020,Rte de Villeneuve ,22,1522,Lucens,Waadt,Wohnung,4.5,110,1968
61,278,22.03.2020,Rte de Villeneuve ,18,1522,Lucens,Waadt,Wohnung,4.5,110,2000
62,279,21.03.2020,Rue de l'Ancienne-Poste ,36,1337,Vallorbe,Waadt,Wohnung,3.5,59,990
63,282,21.03.2020,Rue de l'Ancienne-Poste ,36,1337,Vallorbe,Waadt,Partyraum,1,20,250
64,295,21.03.2020,Lichsenweg ,6,4125,Riehen,Basel-Stadt,Villa,6.5,227,5670
65,303,21.03.2020,Signalstrasse ,8,9400,Rorschach,St. Gallen,Wohnung,3.5,85,1270
66,306,21.03.2020,Burgweg ,14,4058,Basel,Basel-Stadt,Wohnung,2,51,1490
67,307,21.03.2020,Frutigenstrasse ,49,3600,Thun,Bern,Wohnung,4.5,80,1690
68,308,21.03.2020,Ringstrasse ,176,7000,Chur,Graubünden,Wohnung,3.5,75,1542
69,309,21.03.2020,Rue de Lyon ,10,1201,Genève,Genf,Einzelzimmer,1,23,1240
70,310,21.03.2020,Herrenweg ,10,4153,Reinach BL,Basel-Landschaft,Wohnung,3.5,87,1950
71,311,21.03.2020,Burgweg ,14,4058,Basel,Basel-Stadt,Gewerbe,-,28,970
72,312,21.03.2020,Burgweg ,14,4058,Basel,Basel-Stadt,Wohnung,1.5,45,1220
73,313,21.03.2020,Burgweg ,14,4058,Basel,Basel-Stadt,Wohnung,2,44,1300
74,314,21.03.2020,Schönaustrasse ,38,4058,Basel,Basel-Stadt,Wohnung,2,45,1220
75,315,21.03.2020,Rainmattweg ,6,4203,Grellingen,Basel-Landschaft,Wohnung,4.5,109,1940
76,316,21.03.2020,Florastrasse ,30,4127,Birsfelden,Basel-Landschaft,Wohnung,3.5,62,1610
77,318,21.03.2020,Oetlingerstrasse ,50,4057,Basel,Basel-Stadt,Wohnung,2,55,1290
78,319,21.03.2020,Apfelseestrasse ,18,4143,Dornach,Solothurn,Wohnung,2,54,1140
79,321,21.03.2020,Dörrmattweg ,29,5070,Frick,Aargau,Einfamilienhaus,6.5,106,1760
80,322,21.03.2020,Grosswiesenstrasse ,13,8543,Gundetswil,Zürich,Einfamilienhaus,5.5,135,2800
81,325,21.03.2020,Hauptstrasse ,64,9053,Teufen AR,Appenzell Ausserrhoden,Wohnung,4.5,112,1950
82,326,21.03.2020,Eggerstrasse ,4,9437,Marbach SG,Appenzell Ausserrhoden,Wohnung,4.5,98,1590
83,328,21.03.2020,Seepark ,7,9422,Staad SG,St. Gallen,Attikawohnung,7.5,230,4230
84,333,21.03.2020,Säckingerstrasse ,6,4310,Rheinfelden,Aargau,Wohnung,4.5,96,1650
85,334,21.03.2020,Laufenburgerstrasse ,16,4310,Rheinfelden,Aargau,Wohnung,2,48,1006
86,335,21.03.2020,Bahnhofstr. ,24,2542,Pieterlen,Bern,Wohnung,3.5,90,1515
87,336,21.03.2020,Waldshuterstrasse ,7,4310,Rheinfelden,Aargau,Wohnung,4.5,96,1729
88,337,21.03.2020,Waldhofstrasse ,39,4310,Rheinfelden,Aargau,Wohnung,2.5,73,1456
89,338,21.03.2020,Waldhofstrasse ,39,4310,Rheinfelden,Aargau,Wohnung,2.5,73,1450
90,339,21.03.2020,Habsburgerstrasse ,88,4310,Rheinfelden,Aargau,Wohnung,3.5,85,1622
91,340,21.03.2020,St. Jakobsstr. ,96,4052,Basel,Basel-Stadt,Wohnung,2.5,74,1840
92,341,21.03.2020,Islikonerstrasse ,21,8547,Gachnang,Thurgau,Wohnung,4.5,112,2200
93,345,21.03.2020,,6,8960,Grentzingen,,Einfamilienhaus,5,160,950
94,348,21.03.2020,Gotthardstrasse ,67,6353,Weggis,Luzern,Wohnung,4.5,135,3320
95,350,21.03.2020,Brühlstrasse ,2,5037,Muhen,Aargau,Wohnung,4.5,120,1960
96,351,21.03.2020,Route des Pralets ,6,1295,Tannay,Waadt,Einfamilienhaus,6,150,5100
97,354,21.03.2020,Weiherweg ,16,4153,Reinach BL,Basel-Landschaft,Attikawohnung,4.5,125,3150
98,360,21.03.2020,Seepark ,7,9422,Staad SG,St. Gallen,Attikawohnung,7.5,230,4230
99,364,21.03.2020,Schäfliplatz ,6,9315,Neukirch (Egnach),St. Gallen,Wohnung,4.5,109,1890
100,365,21.03.2020,Cavendel ,42,7408,Cazis,Graubünden,Wohnung,4.5,118,2040
101,366,21.03.2020,Cavendel ,42,7408,Cazis,Graubünden,Wohnung,4.5,119,1940
102,368,21.03.2020,Schäfliplatz ,4,9315,Neukirch (Egnach),St. Gallen,Wohnung,2.5,61,1360
103,369,21.03.2020,Cavendel ,44,7408,Cazis,Graubünden,Wohnung,3.5,88,1595
104,370,21.03.2020,Cavendel ,44,7408,Cazis,Graubünden,Wohnung,2.5,60,1295
105,371,21.03.2020,Hauptstrasse ,10,8215,Hallau,Schaffhausen,Loft,-,107,1930
106,372,21.03.2020,Rotenrainstrasse ,2,8645,Jona,St. Gallen,Wohnung,4.5,125,2850
107,373,22.03.2020,Schaffhauserstrasse ,1,8226,Schleitheim,Schaffhausen,Wohnung,3.5,90,950
108,374,22.03.2020,Schaffhauserstrasse ,1,8226,Schleitheim,Schaffhausen,Wohnung,2,55,750
109,377,21.03.2020,Rorschacher Strasse ,235,9016,St. Gallen,St. Gallen,Wohnung,3.5,74,1190
110,378,21.03.2020,Bahnhofstrasse ,30,8590,Romanshorn ,Thurgau,Büro,-,75,232
111,381,22.03.2020,Engelgasse ,6,9000,St. Gallen,St. Gallen,Büro,-,44,1120
112,382,22.03.2020,Engelgasse ,6,9000,St. Gallen,St. Gallen,Gewerbe,-,58,554
113,383,22.03.2020,Hauptstrasse ,40,9400,Rorschach,St. Gallen,Wohn- / Geschäftshaus,-,98,2100
114,384,21.03.2020,Spätzstrasse ,35,8810,Horgen,Zürich,Wohnung,3.5,90,3350
115,388,21.03.2020,Luzernerstrasse ,31,6353,Weggis,Luzern,Studio,1.5,35,1100
116,389,21.03.2020,Mainaustrasse ,49,8008,Zürich,Zürich,Wohnung,2.5,92,3495
117,390,21.03.2020,Mainaustrasse ,49,8008,Zürich,Zürich,Wohnung,1.5,68,2895
118,391,21.03.2020,Speerstrasse ,17,8637,Laupen ZH,Zürich,Wohnung,2.5,55,1130
119,392,21.03.2020,Speerstrasse ,17,8636,Wald ZH,Zürich,Wohnung,2.5,55,1130
120,393,21.03.2020,Im Platz ,6,8330,Pfäffikon ZH,Zürich,Möbliertes Wohnobjekt,1,18,1490
121,397,22.03.2020,Wiesenstr. ,17,4457,Diegten,Basel-Landschaft,Wohnung,3.5,100,2055
122,401,21.03.2020,Oberriedenstrasse ,8,5412,Gebenstorf,Aargau,Wohnung,2.5,60,995
123,402,21.03.2020,Ludretikonerstrasse ,33,8800,Thalwil,Zürich,Wohnung,3.5,75,2290
124,404,21.03.2020,Gubelrain ,5,8965,Berikon,Aargau,Wohnung,2.5,61,1067
125,427,22.03.2020,Hauptstrasse ,37,8532,Warth,Thurgau,Möbliertes Wohnobjekt,1.5,33,900
126,428,21.03.2020,Alte Landstrasse ,33,8700,Küsnacht ZH,Zürich,Wohnung,3.5,150,4340
127,429,22.03.2020,Büchnerstrasse ,21,8006,Zürich,Zürich,Wohnung,2.5,58,1960
128,431,21.03.2020,"Jungstrasse, ",8,8050,Zürich,Zürich,Wohnung,2.5,60,1960
129,433,22.03.2020,Rothüslifeldstrasse ,13,5737,Menziken,Aargau,Wohnung,4.5,95,1420
130,435,22.03.2020,Sumatrastrasse ,39,8006,Zürich,Zürich,Wohnung,2.5,72,2290
131,436,21.03.2020,Hofacher ,4,5108,Oberflachs,Aargau,Wohnung,1.5,63,1080
132,447,21.03.2020,Baltenswilerstrasse ,24,8303,Bassersdorf,Zürich,Wohnung,2,56,1548
133,449,21.03.2020,via Cortivo ,22,6977,Ruvigliana,Tessin,Wohnung,3.5,100,2800
134,450,21.03.2020,Sellenbüren ,12,8143,Uetliberg,Zürich,Wohnung,3.5,100,2100
135,454,21.03.2020,Tiefengrabenstr. ,20,4102,Binningen,Basel-Landschaft,Wohnung,4.5,98,2200
136,456,22.03.2020,Rue du Molage ,54,1860,Aigle,Waadt,Wohnung,1,28,560
137,462,22.03.2020,"Imbisbühlstrasse, ",12,8049,Zürich,Zürich,Möbliertes Wohnobjekt,4.5,15,900
138,465,21.03.2020,Kalkbreitestrasse ,99,8003,Zürich,Zürich,Wohnung,3.5,60,1500
139,469,21.03.2020,Bahnhofplatz ,4,9555,Tobel,Thurgau,Wohnung,4.5,105,1510
140,471,21.03.2020,Höflistr. ,42,8135,Langnau am Albis,Zürich,Wohnung,4.5,104,196
141,488,21.03.2020,"Wartgutstrasse, ",5,8413,Neftenbach,Zürich,Wohnung,2,55,1398
142,491,21.03.2020,Rue de Lyon ,10,1201,Genève,Genf,Studio,1,23,1240
143,493,21.03.2020,Bolsternstrasse ,20,8483,Kollbrunn,Zürich,Wohnung,3.5,100,1950
144,496,21.03.2020,Neumattstrasse ,35,8902,Urdorf,Zürich,Wohnung,3,67,1655
145,497,21.03.2020,Dörflistrasse ,28,8057,Zürich,Zürich,Wohnung,2.5,60,1246
146,502,21.03.2020,"Schaffhauserstrasse, ",280,8057,Zürich,Zürich,Möbliertes Wohnobjekt,1.5,35,1150
147,504,21.03.2020,Avenue de la Promenade ,14,1530,Payerne,Waadt,Wohnung,1,36,670
148,508,21.03.2020,Place du Village ,1,1063,Peyres-Possens,Waadt,Büro,3,100,1200
149,509,21.03.2020,Chemin de Rennier ,30,1009,Pully,Waadt,Wohnung,5.5,166,6000
150,510,21.03.2020,Pierre de Savoie ,44,1680,Romont FR,Freiburg,Wohnung,3.5,105,1570
151,511,21.03.2020,Chemin du Taxéroz ,9,1807,Blonay,Waadt,Villa,4.5,150,3700
152,512,21.03.2020,Rte de Lucens ,3,1536,Combremont-le-Petit,Waadt,Ladenfläche,-,130,1200
153,513,21.03.2020,Ch. des Chameilles ,3,1807,Blonay,Waadt,Villa,6.5,170,5000
154,515,22.03.2020,Dufourstrasse ,5,9400,Rorschach,St. Gallen,Wohnung,3.5,80,1130
155,516,21.03.2020,Blumenstrasse ,6,9300,Wittenbach,St. Gallen,Wohnung,4.5,103,1640
156,517,21.03.2020,Bahnhofstrasse ,26,8274,Tägerwilen,Thurgau,Wohnung,4.5,105,1580
157,518,22.03.2020,Brühlstrasse ,107,9320,Arbon,Thurgau,Wohnung,4.5,98,1690
158,519,21.03.2020,Schlösslistrasse ,12,6030,Ebikon,Luzern,Atelier,-,74,1085
159,521,21.03.2020,Ruhbergstrasse ,34,9230,Flawil,St. Gallen,Wohnung,3.5,73,1190
160,522,22.03.2020,Eschenweg ,1,6340,Baar,Zug,Wohnung,1.5,35,1590
161,523,22.03.2020,Birkenweg ,7,5727,Oberkulm,Aargau,Dachwohnung,4.5,92,1470
162,524,21.03.2020,Luzernerstrasse ,15,6024,Hildisrieden,Luzern,Wohnung,4.5,108,1985
163,525,21.03.2020,Erlenstrasse ,78,4058,Basel,Basel-Stadt,Maisonette / Duplex,4.5,112,2300
164,526,21.03.2020,Rütistrasse ,20,9050,Appenzell,Appenzell Innerrhoden,Büro,-,10,480
165,527,21.03.2020,Rosengässli ,2,6374,Buochs,Nidwalden,Einfamilienhaus,6,134,2700
166,529,21.03.2020,Geren ,719,9103,Schwellbrunn,Appenzell Ausserrhoden,Wohnung,3,35,730
167,530,22.03.2020,Duonigstrasse ,12,7317,Valens,St. Gallen,Möbliertes Wohnobjekt,1.5,45,700
168,532,21.03.2020,Stauffacherstrasse ,2,9000,St. Gallen,St. Gallen,Wohnung,2,56,1090
169,533,21.03.2020,Maiengrüenistrasse ,6,6206,Neuenkirch,Luzern,Gewerbe,-,30,460
170,535,21.03.2020,Bubendörferstrasse ,25,4424,Arboldswil,Basel-Landschaft,Dachwohnung,4,80,1690
171,536,22.03.2020,Mattstrasse ,13,6052,Hergiswil NW,Luzern,Wohnung,3.5,75,1750
172,537,21.03.2020,Wirtsgartenweg ,26,4123,Allschwil,Basel-Landschaft,Einfamilienhaus,5.5,172,3500
173,538,21.03.2020,St. -Heinrich-Strasse ,13,6370,Oberdorf NW,Nidwalden,Terrassenwohnung,4.5,83,2100
174,542,21.03.2020,St. Jakob-Strasse ,170,4132,Muttenz,Basel-Landschaft,Gewerbe,-,185,2651
175,543,21.03.2020,Äussere Vordergasse ,6,8353,Elgg,Zürich,Wohnung,2.5,60,1500
176,544,21.03.2020,Spannortstrasse ,5,6003,Luzern,Luzern,Wohnung,3.5,78,1760
177,548,21.03.2020,Avenue de la Promenade ,14,1530,Payerne,Waadt,Einzelzimmer,1,36,670
178,551,21.03.2020,Bahnhofstrasse ,26,8274,Tägerwilen,Thurgau,Wohnung,5.5,120,1750
179,552,21.03.2020,Hohlstrasse ,465,8048,Zürich ,Zürich,Büro,-,55,1160
180,554,21.03.2020,Mariabergstrasse ,5,9400,Rorschach,St. Gallen,Dachwohnung,2.5,64,1250
181,555,21.03.2020,Via Portalavanda ,7,7014,Trin,Graubünden,Wohnung,4.5,102,2080
182,556,21.03.2020,Via Portalavanda ,7,7014,Trin,Graubünden,Dachwohnung,4.5,102,2370
183,558,22.03.2020,Seebacherstrasse ,62,8052,Zürich,Zürich,Wohnung,2.5,55,1700
184,559,22.03.2020,Hauptstrasse ,49,9400,Rorschach,St. Gallen,Wohnung,3.5,146,1790
185,560,21.03.2020,Krümmenswil ,417,9643,Krummenau,St. Gallen,Wohnung,2.5,65,700
186,561,21.03.2020,Strndweg ,96,3004,Bern,Bern,Wohnung,1,25,690
187,562,21.03.2020,Lindenheimstrasse ,7,6032,Emmen,Luzern,Wohnung,2.5,65,1410
188,563,21.03.2020,Lindenheimstrasse ,7,6032,Emmen,Luzern,Wohnung,3.5,83,1710
189,567,21.03.2020,Steinmattschleif ,14,3920,Zermatt,Wallis,Möbliertes Wohnobjekt,2,32,990
190,568,21.03.2020,Schönaustrasse ,48,4058,Basel,Basel-Stadt,Wohnung,2.5,61,979
191,569,21.03.2020,Langensandstrasse ,14,6005,Luzern,Luzern,Wohnung,4.5,109,2450
192,571,21.03.2020,Autschachenpark ,7,8752,Näfels,Glarus,Wohnung,4.5,136,2290
193,572,21.03.2020,St. Jakobsstrasse ,187,4052,Basel,Basel-Stadt,Gewerbe,-,102,2220
194,573,21.03.2020,Steinenvorstadt ,79,4051,Basel,Basel-Stadt,Praxis,-,148,2106
195,574,21.03.2020,Marsstrasse ,19,4123,Allschwil,Basel-Landschaft,Wohnung,3,80,1670
196,575,22.03.2020,Amselstrasse ,10,4410,Liestal,Basel-Landschaft,Wohnung,3,56,1180
197,576,22.03.2020,Waldstrasse ,20,4410,Liestal,Basel-Landschaft,Wohnung,4.5,111,2026
198,577,22.03.2020,Ebenrainweg ,1,4450,Sissach,Basel-Landschaft,Wohnung,4.5,94,1790
199,578,21.03.2020,Rheinstrasse ,20,4414,Füllinsdorf,Basel-Landschaft,Wohnung,3,65,1172
200,579,21.03.2020,Hofmattstrasse ,3,4415,Lausen,Basel-Landschaft,Wohnung,1,22,415
201,580,21.03.2020,Habshagstr. ,15,4153,Reinach BL,Basel-Landschaft,Wohnung,3.5,75,1750
202,581,21.03.2020,Stebligerweg ,4,4450,Sissach,Basel-Landschaft,Wohnung,4.5,91,1645
203,583,22.03.2020,Ergolzstrasse ,32,4414,Füllinsdorf,Basel-Landschaft,Wohnung,2.5,58,1370
204,584,22.03.2020,Ergolzstrasse ,34,4414,Füllinsdorf,Basel-Landschaft,Wohnung,3,66,1500
205,586,21.03.2020,Langegasse ,131,4104,Oberwil BL,Basel-Landschaft,Lager,-,38,280
206,587,21.03.2020,Wattstrasse ,7,8050,Zürich,Zürich,Wohnung,2.5,62,1970
207,588,22.03.2020,Pündtstrasse ,3,9320,Arbon,Thurgau,Büro,-,36,680
208,590,22.03.2020,Schulweg ,2,9475,Sevelen,St. Gallen,Einzelzimmer,1,16,490
209,591,21.03.2020,Schwyzerstrasse ,29,6440,Brunnen,Schwyz,Wohnung,4.5,90,1600
210,594,22.03.2020,Pündtstrasse ,3,9320,Arbon,Thurgau,Büro,-,36,680
211,596,21.03.2020,Spisergasse ,38,9000,St. Gallen,St. Gallen,Gewerbe,-,47,384
212,597,22.03.2020,Hofjüngerstrasse ,5,9630,Wattwil,St. Gallen,Wohnung,1.5,39,770
213,598,22.03.2020,Spisergasse ,40,9000,St. Gallen,St. Gallen,Dachwohnung,4,65,1390
214,599,21.03.2020,Friedenstrasse ,10,9320,Arbon,Thurgau,Dachwohnung,3,63,1090
215,600,22.03.2020,Goldbrunnenstrasse ,30,9000,St. Gallen,St. Gallen,Wohnung,4,85,1680
216,601,21.03.2020,Goldbrunnenstrasse ,30,9000,St. Gallen,St. Gallen,Wohnung,4,90,1690
217,602,22.03.2020,Bürglistrasse ,5,9000,St. Gallen,St. Gallen,Möbliertes Wohnobjekt,2,47,1450
218,603,21.03.2020,Hauptstrasse ,46,9475,Sevelen,St. Gallen,Wohnung,1,27,880
219,604,22.03.2020,Lindenstrasse ,31,9008,St. Gallen,St. Gallen,Dachwohnung,4,85,1290
220,605,21.03.2020,Wilenstrasse ,4,9322,Egnach,Thurgau,Wohnung,3.5,105,1480
221,606,22.03.2020,Marktplatz ,8,9400,Rorschach,St. Gallen,Wohnung,3.5,100,1690
222,608,21.03.2020,Marktplatz ,8,9400,Rorschach,St. Gallen,Wohnung,3.5,100,1690
223,609,21.03.2020,Tiefengrabenstr. ,20,4102,Binningen,Basel-Landschaft,Wohnung,4.5,98,2200
224,611,21.03.2020,Unterer Graben ,13,9000,St. Gallen,St. Gallen,Wohnung,2,40,1100
225,613,21.03.2020,Bahnhofstrasse ,30,8590,Romanshorn,Thurgau,Gewerbe,-,240,195
226,620,21.03.2020,Rue des Oeuchettes ,17,2732,Reconvilier,Bern,Villa,4.5,150,2000
227,637,21.03.2020,Im Brühl ,10,8112,Otelfingen,Zürich,Wohnung,4,88,1750
228,638,21.03.2020,Rubiswilstrasse ,29,6438,Ibach,Schwyz,Hobbyraum,-,12,100
229,643,21.03.2020,Burgstrasse ,56,8610,Uster,Zürich,Wohnung,4,77,1590
230,661,21.03.2020,Ateliergasse ,17,5600,Lenzburg,Aargau,Wohnung,4.5,116,2440
231,662,21.03.2020,Gumpenwiesenstr. ,46,8157,Dielsdorf,Zürich,Maisonette / Duplex,4.5,121,2060
232,663,21.03.2020,Lägernstrasse ,6,8162,Steinmaur,Zürich,Wohnung,4.5,98,2050
233,664,21.03.2020,Am Balsberg ,28,8302,Kloten,Zürich,Attikawohnung,2.5,60,1680
234,665,21.03.2020,Glärnischstrasse ,1,8752,Näfels,Glarus,Wohnung,5,92,1550
235,666,21.03.2020,Zuerichstr. ,12,8610,Uster,Zürich,Wohnung,2.5,69,1550
236,667,21.03.2020,Rainmattweg ,6,4203,Grellingen,Basel-Landschaft,Wohnung,4.5,109,1940
237,668,21.03.2020,Apfelseestrasse ,18,4143,Dornach,Solothurn,Wohnung,2,54,1140
238,669,21.03.2020,Oetlingerstrasse ,50,4057,Basel,Basel-Stadt,Wohnung,2,56,1290
239,670,21.03.2020,Florastrasse ,30,4127,Birsfelden,Basel-Landschaft,Wohnung,3.5,63,1610
240,671,21.03.2020,Schönaustrasse ,38,4058,Basel,Basel-Stadt,Wohnung,2,45,1220
241,672,21.03.2020,Burgweg ,14,4058,Basel,Basel-Stadt,Wohnung,2,52,1490
242,673,21.03.2020,Burgweg ,14,4058,Basel,Basel-Stadt,Wohnung,1.5,45,1220
243,675,21.03.2020,Burgweg ,14,4058,Basel,Basel-Stadt,Wohnung,2,45,1300
244,676,21.03.2020,Burgweg ,14,4058,Basel,Basel-Stadt,Gewerbe,-,29,970
245,677,21.03.2020,Chemin des Jonchets ,14,1030,Bussigny,Waadt,Wohnung,4.5,100,2495
246,678,21.03.2020,Meisenweg ,25,3604,Thun,Bern,Wohnung,5.5,104,2210
247,679,21.03.2020,Gartenweg ,14,4310,Rheinfelden,Aargau,Wohnung,4,78,1670
248,680,21.03.2020,Gartenweg ,14,4310,Rheinfelden,Aargau,Wohnung,4,78,1750
249,681,21.03.2020,Achilles Bischoff-Strasse ,9,4053,Basel,Basel-Stadt,Wohnung,2,45,1210
250,683,21.03.2020,Stauwehrstrasse ,25,5012,Schönenwerd,Solothurn,Wohnung,3.5,67,1210
251,684,21.03.2020,Stauwehrstrasse ,27,5012,Schönenwerd,Solothurn,Wohnung,2.5,57,990
252,685,21.03.2020,Rütiweid ,6,6340,Baar,Zug,Dachwohnung,4.5,106,2320
253,690,21.03.2020,Grosswiesenstrasse ,13,8542,Wiesendangen,Zürich,Einfamilienhaus,5.5,135,2800
254,693,21.03.2020,Oberdorfstrasse ,34,6207,Nottwil,Luzern,Wohnung,4.5,113,1950
255,696,22.03.2020,Rue de l'Ancien Comté ,14,1635,La Tour-de-Trême,Freiburg,Wohnung,2.5,36,1010
256,697,21.03.2020,Bremgartnerstr. ,77,8003,Zürich,Zürich,Wohnung,2,48,1853
257,698,21.03.2020,Sonnenbergstrasse ,64,8603,Schwerzenbach,Zürich,Wohnung,3.5,101,2250
258,702,21.03.2020,Promenade de l'Europe ,7,1203,Genève,Genf,Wohnung,5,95,3180
