,ID,date,Strasse,Hausnummer,PLZ,Ort,Kanton,type,Zimmer,Fläche,Preis
8821,17852,03.03.2020,Ch. des Clochetons ,6,1004,Lausanne,Waadt,Wohnung,1,51,1280
8822,17854,03.03.2020,Ch.des Jardillets ,39,2068,Hauterive NE,Neuenburg,Wohnung,4.5,130,2480
8823,17855,08.03.2020,Chemin des Grands Praz ,42,1965,Savièse,Wallis,Attikawohnung,4.5,100,1900
8824,17856,03.03.2020,Blotzheimerstrasse ,28,4055,Basel,Basel-Stadt,Wohnung,3.5,82,1640
8825,17860,13.03.2020,Wuhrstrasse ,5,9247,Henau,St. Gallen,Wohnung,5.5,145,2010
8826,17861,11.03.2020,Im Gubel ,27,8630,Rüti ZH,Zürich,Wohnung,4.5,97,2050
8827,17862,05.03.2020,Rue de l'Ancienne Poste ,36,1337,Vallorbe,Waadt,Wohnung,2.5,48,1190
8828,17863,03.03.2020,Beckenriederstrasse ,7,6374,Buochs,Nidwalden,Wohnung,3.5,94,1770
8829,17864,03.03.2020,Hasum ,1,9225,St. Pelagiberg,Thurgau,Attikawohnung,-,140,1970
8830,17865,03.03.2020,Säntisstrasse ,1,8716,Schmerikon,St. Gallen,Wohnung,4.5,10,1550
8831,17866,03.03.2020,,9870,1220,Divonne les Bains,Genf,Einfamilienhaus,8,300,4200
8832,17867,03.03.2020,Alte Landstrasse ,161,8706,Meilen,Zürich,Lager,-,600,40
8833,17868,03.03.2020,Rapperswilerstrasse ,21,8630,Rüti ZH,Zürich,Wohnung,4.5,65,1507
8834,17869,03.03.2020,Wasenstrasse ,22,9430,St. Margrethen SG,St. Gallen,Wohnung,3.5,70,1200
8835,17876,03.03.2020,Gänsacker ,7,5070,Frick,Aargau,Wohnung,3.5,90,1990
8836,17878,03.03.2020,Häldelistrasse ,7,8712,Stäfa,Zürich,Praxis,1,16,525
8837,17880,07.03.2020,Effingerstrasse ,9,3011,Bern,Bern,Wohnung,5.5,140,4470
8838,17881,03.03.2020,Av. de Chanel ,14,1110,Morges,Waadt,Wohnung,3.5,51,1780
8839,17882,03.03.2020,Rosenbergstrasse ,24,8212,Neuhausen am Rheinfall,Zürich,Wohnung,4.5,120,1630
8840,17883,09.03.2020,Via Alle Bolle ,3,6500,Bellinzona,Tessin,Wohnung,4.5,95,1950
8841,17884,03.03.2020,Dorfstrasse ,16,8722,Kaltbrunn,St. Gallen,Wohnung,2.5,54,1210
8842,17886,17.03.2020,Untermühle ,9,8353,Elgg,Zürich,Dachwohnung,3.5,105,1500
8843,17887,03.03.2020,Reutigenweg ,1,3074,Muri b. Bern,Bern,Wohnung,3.5,85,2257
8844,17889,03.03.2020,Klosbachstrasse ,88,8032,Zürich,Zürich,Wohnung,1.5,40,1990
8845,17898,03.03.2020,Hauptstrasse ,42,5243,Mülligen,Aargau,Wohnung,4.5,100,1650
8846,17899,03.03.2020,Am Naglerbach ,5,4800,Zofingen,Aargau,Lager,-,40,220
8847,17903,11.03.2020,Wiesenstrasse ,25,4912,Aarwangen,Bern,Wohnung,2,45,820
8848,17904,03.03.2020,Panoramaweg ,8,8274,Tägerwilen,Thurgau,Wohnung,3.5,105,1800
8849,17905,09.03.2020,Hauptstrasse ,91,2552,Orpund,Bern,Wohnung,3.5,88,1890
8850,17909,11.03.2020,Brünigstrasse ,11,6125,Menzberg,Luzern,Wohnung,3.5,88,1200
8851,17911,04.03.2020,Zugerstrasse ,73,8810,Horgen,Zürich,Wohnung,4,85,2000
8852,17912,03.03.2020,Grünaustrasse ,20,9016,St. Gallen,St. Gallen,Wohnung,3.5,80,1460
8853,17915,03.03.2020,Lörracherstrasse ,146,4125,Riehen,Basel-Stadt,Wohnung,2.5,54,1555
8854,17917,03.03.2020,Via Riasco ,13,6614,Brissago,Tessin,Wohnung,3.5,90,2250
8855,17918,03.03.2020,Dorfstrasse ,10,8143,Stallikon,Zürich,Gewerbe,10,340,2650
8856,17919,03.03.2020,Via ala Brüga ,1,6593,Cadenazzo,Tessin,Wohnung,3.5,75,1400
8857,17922,06.03.2020,Lörracherstrasse ,146,4125,Riehen,Basel-Stadt,Wohnung,3.5,77,1905
8858,17923,05.03.2020,Wilerstrasse ,36,9230,Flawil,St. Gallen,Wohnung,3.5,60,1180
8859,17924,03.03.2020,Hechtenweg ,1,4512,Bellach,Solothurn,Wohnung,2.5,95,1420
8860,17925,03.03.2020,Lörracherstrasse ,146,4125,Riehen,Basel-Stadt,Wohnung,2.5,52,1600
8861,17926,11.03.2020,Schulstrasse ,6,8640,Rapperswil SG,Schwyz,Wohnung,5.5,109,2075
8862,17927,18.03.2020,Buchenstrasse ,19,4500,Solothurn,Solothurn,Wohnung,2,54,1150
8863,17928,05.03.2020,Dammstrasse ,11,6003,Luzern,Luzern,Wohnung,2,78,2120
8864,17929,03.03.2020,Mühlebachstrasse ,206,8008,Zürich,Zürich,Dachwohnung,-,133,3705
8865,17930,03.03.2020,Wehntalerstrasse ,279,8046,Zürich,Zürich,Wohnung,4,88,2373
8866,17932,10.03.2020,Starengasse ,8,8052,Zürich,Zürich,Büro,-,87,1210
8867,17933,03.03.2020,Via Michele Roggia ,2,6853,Ligornetto,Tessin,Gewerbe,-,670,7300
8868,17934,03.03.2020, Landstrasse ,1,5415,Rieden AG,Aargau,Büro,-,65,1350
8869,17935,06.03.2020,Pfirsichstrasse ,7,8006,Zürich,Zürich,Wohnung,3,70,2710
8870,17936,10.03.2020,Haldenstrasse ,13,8306,Brüttisellen,Zürich,Wohnung,3.5,96,1980
8871,17939,03.03.2020,Route d'Echallens ,13,1032,Romanel-sur-Lausanne,Waadt,Büro,-,110,1720
8872,17940,03.03.2020,St. Leonhardstrasse ,51,9000,St. Gallen,St. Gallen,Wohnung,4,83,1560
8873,17941,10.03.2020,Schulstrasse ,6,8640,Rapperswil SG,Schwyz,Wohnung,2.5,72,1500
8874,17942,03.03.2020,Blarerstr. ,7,9000,St. Gallen,St. Gallen,Wohnung,3.5,115,1910
8875,17943,03.03.2020,St. Leonhardstrasse ,51,9000,St. Gallen,St. Gallen,Wohnung,3.5,92,1560
8876,17944,03.03.2020,Bahnhofstrasse ,27,8636,Wald ZH,Zürich,Wohnung,5.5,120,1880
8877,17946,16.03.2020,Freiehofstrasse ,2,6017,Ruswil,Luzern,Attikawohnung,3.5,101,2060
8878,17947,06.03.2020,ROUTE DU PRE-MARAIS ,47,1233,Bernex,Genf,Wohnung,5,120,3660
8879,17948,03.03.2020,Chemin des Chênes ,1,1296,Coppet,Waadt,Doppeleinfamilienhaus,5.5,230,4300
8880,17949,03.03.2020,Hegenheimerstrasse ,79,4055,Basel,Basel-Stadt,Wohnung,2,54,1580
8881,17950,03.03.2020,Bahnhofstrasse ,38,5605,Dottikon,Aargau,Wohnung,3.5,100,1760
8882,17951,03.03.2020,Nidertistrasse ,5,6375,Beckenried,Nidwalden,Wohnung,5.5,137,2500
8883,17952,17.03.2020,Im Wiberg ,21,6212,St. Erhard,Luzern,Einliegerwohnung,3,70,1650
8884,17954,11.03.2020,Thiersteinerallee ,42,4053,Basel,Basel-Stadt,Wohnung,2,48,1260
8885,17958,03.03.2020,Chuntestrasse ,46,5312,Döttingen,Aargau,Wohnung,3.5,93,1740
8886,17959,06.03.2020,Russikerstrasse ,54,8330,Pfäffikon ZH,Zürich,Wohnung,2.5,61,1600
8887,17960,03.03.2020,Dominostrasse ,3,8586,Erlen,Thurgau,Wohnung,4,74,1245
8888,17961,06.03.2020,Erlenweg ,6,8700,Küsnacht ZH,Zürich,Wohnung,4.5,100,3650
8889,17964,06.03.2020,Russikerstrasse ,54,8330,Pfäffikon ZH,Zürich,Wohnung,3.5,76,2180
8890,17966,03.03.2020,Sägehüslistrasse ,7,9050,Appenzell Steinegg,Appenzell Innerrhoden,Wohnung,4.5,111,1870
8891,17967,03.03.2020,Marktgasse ,175,5080,Laufenburg,Aargau,Wohnung,2,53,1080
8892,17969,20.03.2020,Schaffhauserstrasse ,135,8302,Kloten,Zürich,Büro,5,118,2200
8893,17971,03.03.2020,Hendschikerstrasse ,14,5504,Othmarsingen,Aargau,Wohnung,4.5,128,2060
8894,17975,17.03.2020,Hôpital ,34,2800,Delémont,Jura,Wohnung,3.5,68,1350
8895,17976,09.03.2020,Rue des Charpentiers ,4,1110,Morges,Waadt,Wohnung,3.5,92,2470
8896,17977,03.03.2020,Seckistrasse ,1,9602,Müselbach,St. Gallen,Wohnung,4.5,110,1340
8897,17979,03.03.2020,Ruggenbühlstrasse ,6,9548,Matzingen,Thurgau,Maisonette / Duplex,4.5,140,1490
8898,17980,03.03.2020,Marktgasse ,65,9500,Wil SG,St. Gallen,Wohnung,2,65,890
8899,17984,03.03.2020,Leimatstrasse ,15,9000,St. Gallen,St. Gallen,Wohnung,3.5,83,2650
8900,17985,03.03.2020,Hirschengutstrasse ,15,8872,Weesen,Glarus,Wohnung,4.5,80,1700
8901,17986,03.03.2020,Sirnacherstrasse ,23,8355,Aadorf,Zürich,Wohnung,1,45,660
8902,17987,03.03.2020,Dorfstrasse ,10,8522,Aawangen,Thurgau,Wohnung,2.5,90,1000
8903,17988,03.03.2020,Dorfstrasse ,51,8546,Kefikon TG,Zürich,Lager,-,150,1150
8904,17989,20.03.2020,Schaffhauserstrasse ,135,8302,Kloten,Zürich,Büro,4.5,98,2200
8905,17990,03.03.2020,Walzmühlestrasse ,49,8500,Frauenfeld,Zürich,Loft,5.5,175,3320
8906,17991,03.03.2020,Walzmühlestrasse ,49,8500,Frauenfeld,Zürich,Loft,4.5,161,3070
8907,17992,03.03.2020,Zielackerstrasse ,31,8500,Frauenfeld,Zürich,Wohnung,4.5,85,1290
8908,17994,12.03.2020, Tannenstrasse ,31,8500,Frauenfeld,Zürich,Wohnung,2,130,1430
8909,17995,03.03.2020,Sandbüel ,10,8500,Frauenfeld,Zürich,Wohnung,3.5,90,1120
8910,17996,03.03.2020,Talackerstrasse ,7,8500,Frauenfeld,Zürich,Wohnung,3.5,90,1250
8911,17997,03.03.2020,Hertenstrasse ,55,8500,Frauenfeld,Zürich,Bauernhaus,8,240,2900
8912,18001,03.03.2020,Wiesentalstrasse ,47,8355,Aadorf,Zürich,Wohnung,3.5,80,1150
8913,18002,03.03.2020,Buenstrasse ,91,8600,Dübendorf,Zürich,Einfamilienhaus,6.5,250,6500
8914,18003,03.03.2020,Weierweg ,1,8725,Ernetschwil,St. Gallen,Wohnung,3.5,75,1320
8915,18004,04.03.2020,Hennelistrasse ,210,4625,Oberbuchsiten,Solothurn,Einfamilienhaus,4.5,110,2250
8916,18005,03.03.2020,Leuenpungertstr. ,19,8157,Dielsdorf,Zürich,Wohnung,5.5,139,2555
8917,18006,03.03.2020,Rue de Berne ,9,1201,Genève,Genf,Büro,2,55,2700
8918,18007,03.03.2020,Landstrasse ,6,5322,Koblenz,Aargau,Wohnung,3.5,75,1100
8919,18010,03.03.2020,Scheideggstrasse ,8,8400,Winterthur,Zürich,Wohnung,3,68,1750
8920,18012,03.03.2020,Industriestrasse ,14,8625,Gossau ZH,Zürich,Büro,3,90,1390
8921,18013,05.03.2020,Rainackerstrasse ,9,8953,Dietikon,Zürich,Wohnung,3.5,90,1715
8922,18014,03.03.2020,Rue des Crêtets ,139,2300,La Chaux-de-Fonds,Neuenburg,Wohnung,2,45,835
8923,18015,05.03.2020,Zürcherstr. ,111,8245,Feuerthalen,Zürich,Wohnung,3.5,84,1750
8924,18017,03.03.2020,Moulin de la Palaz ,8,1302,Vufflens-la-Ville,Waadt,Wohnung,4.5,110,2000
8925,18019,03.03.2020,Salzfassstrasse ,7,6006,Luzern,Luzern,Wohnung,3.5,127,3200
8926,18021,03.03.2020,Albisstrasse ,24,8915,Hausen am Albis,Zürich,Wohnung,3,66,1525
8927,18023,04.03.2020,Hauptstrasse ,91,8280,Kreuzlingen,Thurgau,Wohnung,3,68,1090
8928,18024,03.03.2020,Guggenbühlstr. ,45,8953,Dietikon,Zürich,Wohnung,4.5,119,2560
8929,18025,03.03.2020,Hechtenweg ,1,4512,Bellach,Solothurn,Dachwohnung,4.5,133,2100
8930,18026,03.03.2020,Haltingerstrasse ,38,4057,Basel,Basel-Stadt,Wohnung,3,64,1550
8931,18027,04.03.2020,Stadtstrasse ,52,6204,Sempach,Luzern,Wohnung,3,55,1000
8932,18029,04.03.2020,rte de Lausanne ,14,1037,Etagnières,Waadt,Gewerbe,1,61,1670
8933,18030,03.03.2020,Turnerstrasse ,21,4058,Basel,Basel-Stadt,Wohnung,3.5,73,1980
8934,18031,03.03.2020,Rheingoldstrasse ,16,8212,Neuhausen am Rheinfall,Zürich,Wohnung,3,55,1240
8935,18032,03.03.2020,Mühletalweg ,18,4600,Olten,Solothurn,Büro,-,112,1200
8936,18033,03.03.2020,Obstgartenstrasse ,11,8187,Weiach,Zürich,Wohnung,3.5,100,1900
8937,18036,03.03.2020,Kirchacherstrasse ,7,8608,Bubikon,Zürich,Möbliertes Wohnobjekt,2.5,73,1960
8938,18039,03.03.2020,Herdschwandstrasse ,18,6020,Emmenbrücke,Luzern,Wohnung,3.5,80,1795
8939,18040,03.03.2020,Rheingoldstrasse ,16,8212,Neuhausen am Rheinfall,Zürich,Wohnung,3.5,60,1240
8940,18042,03.03.2020,Sagimatte ,1,6234,Triengen,Luzern,Wohnung,3.5,88,1750
8941,18044,03.03.2020,Rheinsfelderstrasse ,34,8193,Eglisau,Zürich,Wohnung,3,75,1470
8942,18045,17.03.2020,Zürichstrasse ,79,6004,Luzern,Luzern,Wohnung,2.5,55,1390
8943,18048,20.03.2020,In der Au ,6,8406,Winterthur,Zürich,Lager,-,174,1730
8944,18049,03.03.2020,Freudenbergstrasse ,120,8044,Zürich,Zürich,Maisonette / Duplex,4.5,237,6700
8945,18050,03.03.2020,Zelgliweg ,2,8360,Eschlikon TG,Thurgau,Wohnung,2,45,1000
8946,18052,03.03.2020,Buchthalerstrasse ,19,8200,Schaffhausen,Schaffhausen,Wohnung,4,95,1690
8947,18053,03.03.2020,Spiegelacker ,91,8486,Rikon im Tösstal,Zürich,Gewerbe,-,25,440
8948,18054,03.03.2020,Bennauerstrasse ,26,8836,Bennau,Schwyz,Wohnung,4.5,120,1600
8949,18055,03.03.2020,Gähwiesstrasse ,3,9652,Neu St. Johann,St. Gallen,Wohnung,5,95,1105
8950,18056,03.03.2020,Unterstöckenstrasse ,3,8566,Lippoldswilen,Thurgau,Terrassenwohnung,2,41,1070
8951,18057,03.03.2020,Suldgraben ,6,3711,Mülenen,Bern,Einfamilienhaus,5.5,160,2650
8952,18059,22.03.2020,Stärten ,1,6375,Beckenried,Nidwalden,Wohnung,4.5,100,1850
8953,18060,03.03.2020,Zentrum Staldenbach ,6,8808,Pfäffikon SZ,Schwyz,Wohnung,3.5,97,2670
8954,18061,10.03.2020,Gäuggelistrasse Residenz Benerpark ,54,7000,Chur,Graubünden,Wohnung,3.5,105,2385
8955,18062,03.03.2020,Kapfweg ,11,6020,Emmenbrücke,Luzern,Wohnung,1,25,930
8956,18063,03.03.2020,Marktstrasse ,22,8853,Lachen SZ,Schwyz,Wohnung,4.5,95,1850
8957,18065,03.03.2020,Dorfstrasse ,1,6242,Wauwil,Luzern,Möbliertes Wohnobjekt,1,20,980
8958,18066,22.03.2020,Via da Güglia ,3,7513,Silvaplana,Graubünden,Einzelzimmer,1,17,650
8959,18070,04.03.2020,Eulerstrasse ,81,4051,Basel,Basel-Stadt,Maisonette / Duplex,2.5,60,1770
8960,18072,03.03.2020,Löwenstrasse ,24,9400,Rorschach,St. Gallen,Wohnung,2.5,52,1100
8961,18076,04.03.2020,Kreuzlingerstrasse ,21,8580,Amriswil,St. Gallen,Wohnung,2.5,60,1280
8962,18077,03.03.2020,Feldstrasse ,7,9443,Widnau,St. Gallen,Wohnung,2.5,53,1210
8963,18078,03.03.2020,Gentertstrasse ,8,8181,Höri,Zürich,Wohnung,4.5,85,1610
8964,18079,18.03.2020,Waffenplatzstrasse ,1,8002,Zürich,Zürich,Wohnung,1,23,990
8965,18080,03.03.2020,Blumenaustrasse ,3,9500,Wil SG,St. Gallen,Wohnung,2.5,59,1300
8966,18081,03.03.2020,Sorntal ,367,9213,Hauptwil,St. Gallen,Wohnung,3.5,70,950
8967,18084,03.03.2020,Grünaustrasse ,20,9016,St. Gallen,St. Gallen,Wohnung,3,80,1460
8968,18087,03.03.2020,Crêt-Besson ,11,2615,Sonvilier,Bern,Wohnung,3,65,950
8969,18088,03.03.2020,Rösslistrasse ,7,6221,Rickenbach LU,Luzern,Wohnung,4.5,100,1490
8970,18091,20.03.2020,Könizstrasse ,6,3008,Bern,Bern,Wohnung,2.5,59,1500
8971,18092,20.03.2020,Schmiedeweg ,7,3373,Röthenbach Hbsee,Bern,Einfamilienhaus,6,240,2400
8972,18093,20.03.2020,Staldengässli.,8,4913,Bannwil,Bern,Wohnung,2.5,50,950
8973,18094,20.03.2020,Günzenenweg ,6,3604,Thun,Bern,Wohnung,3.5,118,2200
8974,18102,20.03.2020,Bahnhofringstr.,5,3113,Rubigen,Bern,Wohnung,4,90,1400
8975,18104,20.03.2020,Oberfeldstrasse ,2,3362,Niederönz,Bern,Einzelzimmer,-,45,900
8976,18108,20.03.2020,Grauholzstrasse ,65,3063,Ittigen,Bern,Wohnung,4.5,90,1750
8977,18114,21.03.2020,Knüslistrasse ,6,8004,Zürich,Zürich,Wohnung,1,37,1340
8978,18138,17.03.2020,Moosstrasse ,10,3302,Moosseedorf,Bern,Wohnung,4.5,80,1670
8979,18143,03.03.2020,Grundstrasse ,54,8427,Rorbas,Zürich,Wohnung,4.5,102,2100
8980,18144,05.03.2020,Am Giessenpark ,17,8600,Dübendorf,Zürich,Wohnung,4.5,109,2730
8981,18162,22.03.2020,Oberplattenstr. ,5,9620,Lichtensteig,St. Gallen,Wohnung,2,42,570
8982,18166,03.03.2020,Langstr. ,17,5013,Niedergösgen,Solothurn,Wohnung,3,53,1000
8983,18168,03.03.2020,Dubematt ,1,6026,Rain,Luzern,Wohnung,3.5,103,1790
8984,18171,22.03.2020,Dorfmattweg ,37,3110,Münsingen,Bern,Wohnung,3.5,72,1500
8985,18172,03.03.2020,Prattelerstrasse ,16,4132,Muttenz,Basel-Landschaft,Wohnung,2,50,1200
8986,18176,03.03.2020,Kratzstrasse ,20,8620,Wetzikon ZH,Zürich,Wohnung,3.5,80,1557
8987,18195,03.03.2020,Hedi-Lang-Strasse ,1,8620,Wetzikon ZH,Zürich,Wohnung,3.5,96,2062
8988,18196,22.03.2020,Sonnenblickstrasse ,12,8404,Winterthur,Zürich,Wohnung,3.5,88,2060
8989,18197,22.03.2020,Ruelle du casino ,2,1337,Vallorbe,Waadt,Wohnung,2,58,1190
8990,18198,03.03.2020,Hauptstrasse ,42,5243,Mülligen,Aargau,Wohnung,4.5,100,1650
8991,18199,11.03.2020,Rue des Terreaux ,6,1003,Lausanne,Waadt,Arcade,-,46,1039
8992,18203,03.03.2020,Heimatweg ,4,5040,Schöftland,Aargau,Wohnung,2.5,79,1510
8993,18270,04.03.2020,Passage de la Couronne ,3,1110,Morges,Waadt,Wohnung,4.5,90,2350
8994,18272,03.03.2020,Rue du Simplon ,33,1920,Martigny,Wallis,Wohnung,4.5,103,2020
8995,18273,03.03.2020,Route du Gibloux ,6,1694,Villarsiviriaux,Freiburg,Wohnung,5.5,122,1720
8996,18275,03.03.2020,Schaffhauserstrasse ,139,8302,Kloten,Zürich,Lager,-,42,390
8997,18296,05.03.2020,Via Bolghetto ,10,6877,Coldrerio,Tessin,Wohnung,2.5,72,1400
8998,18306,05.03.2020,Contrada S. Marco ,41,6982,Agno,Tessin,Wohnung,3.5,105,1300
8999,18307,05.03.2020,Via Selva ,17,6900,Massagno,Tessin,Wohnung,3.5,83,1750
9000,18309,05.03.2020,Via Tesserete ,11,6900,Lugano,Tessin,Wohnung,3.5,110,2200
9001,18312,03.03.2020,Hauptstrasse ,34,3252,Worben,Bern,Dachwohnung,4,130,1700
9002,18315,17.03.2020,Route de la rêche ,11,3966,Réchy,Wallis,Wohnung,4.5,100,1600
9003,18317,05.03.2020,Via Carona ,69,6912,Pazzallo,Tessin,Wohnung,2.5,61,1415
9004,18318,05.03.2020, Via Campagna ,2,6900,Lugano,Tessin,Wohnung,3.5,100,1880
9005,18319,05.03.2020,Via Perfetta ,5,6864,Arzo,Tessin,Einfamilienhaus,3.5,91,1800
9006,18320,05.03.2020,Via Perfetta ,5,6864,Arzo,Tessin,Wohnung,3.5,64,1500
9007,18324,05.03.2020,Via Campione ,54,6816,Bissone,Tessin,Möbliertes Wohnobjekt,1.5,50,1200
9008,18325,05.03.2020,Via Cantonale ,140,6804,Bironico ,Tessin,Wohnung,4,109,1910
9009,18326,05.03.2020,Via Cantonale ,140,6804,Bironico,Tessin,Wohnung,3.5,96,1700
9010,18327,05.03.2020,Via Cantonale ,140,6804,Bironico,Tessin,Wohnung,4,102,1940
9011,18328,05.03.2020,Via Cantonale ,140,6804,Bironico,Tessin,Wohnung,4,109,1910
9012,18329,04.03.2020,Bendicht-Rechberger-Strasse ,2,2502,Biel/Bienne,Bern,Wohnung,4.5,80,1450
9013,18330,05.03.2020,Via Cantonale ,140,6804,Bironico,Tessin,Wohnung,2.5,52,1140
9014,18331,05.03.2020,Via Carona ,69,6912,Pazzallo,Tessin,Atelier,2,53,1300
9015,18332,19.03.2020,St. Leonhardstrasse ,71,9000,St. Gallen,St. Gallen,Wohnung,4.5,120,1910
9016,18333,05.03.2020,Via Fontanone ,29,6982,Agno,Tessin,Wohnung,2.5,60,1250
9017,18334,03.03.2020,Niederbergstrasse ,1,4153,Reinach BL,Basel-Landschaft,Geschäftshaus,-,80,1567
9018,18337,20.03.2020,Hinterdorfstrasse ,51,8405,Winterthur,Zürich,Wohnung,3.5,73,1995
9019,18339,04.03.2020,Lohngasse ,68,2564,Bellmund,Bern,Wohnung,1.5,39,965
9020,18340,04.03.2020,Lohngasse ,66,2564,Bellmund,Bern,Wohnung,4.5,101,2175
9021,18341,04.03.2020,Lohngasse ,66,2564,Bellmund,Bern,Wohnung,2.5,71,1700
9022,18342,03.03.2020,Grubenstrasse ,19,4900,Langenthal,Bern,Wohnung,3,62,1080
9023,18343,03.03.2020,Lindenheimstrasse ,17,6032,Emmen,Luzern,Wohnung,2,53,1090
9024,18344,09.03.2020,rte Joseph-Chaley ,27,1700,Fribourg,Freiburg,Wohnung,2.5,63,1245
9025,18348,03.03.2020,Am Rosenberg ,16,9410,Heiden,Appenzell Ausserrhoden,Wohnung,2.5,57,1210
9026,18349,03.03.2020,Am Rosenberg ,16,9410,Heiden,Appenzell Ausserrhoden,Maisonette / Duplex,4.5,143,2470
9027,18350,03.03.2020,Fischmattstrasse ,21,6374,Buochs,Nidwalden,Wohnung,3.5,105,1850
9028,18351,03.03.2020,,0,8021,Barcelona,,Wohnung,3,207,3500
9029,18357,03.03.2020,Tramstr. ,109,5034,Suhr,Aargau,Wohnung,4.5,100,1670
9030,18364,17.03.2020,Bergholzstr. ,16,9500,Wil SG,St. Gallen,Wohnung,3.5,93,1520
9031,18365,03.03.2020,Brunnenstr. ,19,9470,Buchs SG,St. Gallen,Wohnung,1,25,830
9032,18366,03.03.2020,Zilstr. ,22,9016,St. Gallen,St. Gallen,Wohnung,3.5,77,1370
9033,18368,11.03.2020,Chemin des Sires ,26,1618,Châtel-St-Denis,Freiburg,Wohnung,2.5,64,1490
9034,18370,11.03.2020,Chemin des Sires ,16,1618,Châtel-St-Denis,Freiburg,Wohnung,3.5,86,1710
9035,18372,03.03.2020,Bitzistrasse ,3,9220,Bischofszell,St. Gallen,Wohnung,3.5,84,1490
9036,18374,03.03.2020,Avenue de la Rochelle ,3,1008,Prilly,Waadt,Wohnung,3,67,1600
9037,18376,20.03.2020,Gummenweg ,3,3067,Boll,Bern,Wohnung,3.5,78,1760
9038,18377,20.03.2020,Bubenbergstrasse ,26,3604,Thun,Bern,Wohnung,3.5,78,1560
9039,18380,07.03.2020,Schafmattweg ,23,4102,Binningen,Basel-Landschaft,Wohnung,3,60,1420
9040,18381,07.03.2020,Schafmattweg ,25,4102,Binningen,Basel-Landschaft,Wohnung,2,47,1120
9041,18382,03.03.2020,Parkweg ,12,5610,Wohlen AG,Aargau,Wohnung,4.5,116,1810
9042,18383,03.03.2020,Ziegelmatte ,9,6022,Grosswangen,Luzern,Wohnung,4.5,99,1685
9043,18385,03.03.2020,Zentralstrasse ,14,8953,Dietikon,Zürich,Ladenfläche,-,135,4450
9044,18386,03.03.2020,Ch. du Mollié ,3,1078,Essertes,Waadt,Wohnung,2.5,106,2030
9045,18387,03.03.2020,Ch. du Mollié ,1,1078,Essertes,Waadt,Wohnung,3.5,103,2020
9046,18388,03.03.2020,Ch. du Mollié ,3,1078,Essertes,Waadt,Wohnung,2.5,89,1710
9047,18389,03.03.2020,Ch. du Mollié ,3,1078,Essertes,Waadt,Wohnung,3.5,103,1970
9048,18390,10.03.2020,Route de Roche ,11,1073,Savigny,Waadt,Wohnung,1,70,1250
9049,18394,03.03.2020,Rue du Midi ,10,1003,Lausanne,Waadt,Büro,3,77,2410
9050,18395,03.03.2020,Route de Corberaye ,16,1934,Le Châble VS,Wallis,Wohnung,5.5,190,2450
9051,18399,03.03.2020,Sumpfstrasse ,14,5745,Safenwil,Aargau,Einfamilienhaus,4.5,106,2090
9052,18400,03.03.2020,Rue du Centre ,168,1025,St-Sulpice VD,Waadt,Wohnung,4.5,156,4550
9053,18403,22.03.2020,Rue Agassiz ,22,2610,St-Imier,Bern,Wohnung,2.5,58,840
9054,18411,22.03.2020,Avenue des Bains ,32,1400,Yverdon-les-Bains,Waadt,Wohnung,3.5,81,1730
9055,18412,10.03.2020,Chemin du Chaudron ,7,1091,Grandvaux,Waadt,Wohnung,3.5,80,2740
9056,18414,22.03.2020,Avenue du Midi ,19,1700,Fribourg,Freiburg,Wohnung,3.5,60,1450
9057,18415,17.03.2020,Rue des Pressoirs ,48,1844,Villeneuve VD,Waadt,Wohnung,2.5,66,1615
9058,18416,03.03.2020,Dorfstrasse ,19,6044,Udligenswil,Luzern,Wohnung,2.5,50,1560
9059,18417,17.03.2020,Grande-Rue ,3,2400,Le Locle,Neuenburg,Maisonette / Duplex,4.5,124,1395
9060,18418,15.03.2020,Neugutstrasse ,28,8102,Oberengstringen,Zürich,Wohnung,4.5,98,2350
9061,18419,15.03.2020,Bleichestrasse ,14,4900,Langenthal,Bern,Wohnung,4,76,1265
9062,18420,19.03.2020,Heimatweg ,4,5040,Schöftland,Aargau,Wohnung,2.5,79,1510
9063,18421,15.03.2020,Julierstrasse ,3,8200,Schaffhausen,Schaffhausen,Wohnung,4.5,104,1710
9064,18425,04.03.2020,Förrlibuckstr. ,10,8005,Zürich,Zürich,Büro,-,119,356
9065,18429,03.03.2020,Bizistrasse ,5,6370,Stans,Nidwalden,Büro,3.5,95,1590
9066,18431,02.03.2020,Wankdorffeldstr. ,102,3014,Bern,Bern,Büro,-,26,141
9067,18432,05.03.2020,Brown Boveri-Str. ,12,8050,Zürich,Zürich,Wohnung,4.5,135,3840
9068,18433,19.03.2020,Pierrefleur ,32,1004,Lausanne,Waadt,Wohnung,3,77,1830
9069,18434,18.03.2020,Buchenweg ,2,4554,Etziken,Solothurn,Wohnung,3.5,79,1415
9070,18435,18.03.2020,Buchenweg ,2,4554,Etziken,Solothurn,Wohnung,4.5,95,1600
9071,18436,10.03.2020,Strandweg ,30,2560,Nidau,Bern,Wohnung,1.5,29,740
9072,18437,09.03.2020,Rue Samuel Constant ,1,1201,Genève,Genf,Möbliertes Wohnobjekt,4,75,3000
9073,18438,04.03.2020,Mooswiesen ,4,9322,Egnach,Thurgau,Attikawohnung,2.5,76,1790
