,ID,date,Strasse,Hausnummer,PLZ,Ort,type,Zimmer,Fläche,Preis
37184,37184,06.02.2020,Sägewiesstrasse ,21,9410,Heiden,Wohnung,3.5,79,1390
37185,37185,24.02.2020,Mühliweiher ,9,5079,Zeihen,Einzelzimmer,1,16,850
37186,37186,21.02.2020,Kohlhalden ,19,9042,Speicher,Wohnung,4,85,1090
37187,37187,06.02.2020,Unter-Lowmatt ,2,6044,Udligenswil,Einfamilienhaus,5.5,130,2650
37189,37189,06.02.2020,Hauptstrasse ,137,8274,Tägerwilen,Büro,-,75,1000
37190,37190,06.02.2020,Bahnhofplatz ,3,9200,Gossau SG,Wohnung,3,64,1250
37193,37193,06.02.2020,Rünenbergerstrasse ,44,4460,Gelterkinden,Ladenfläche,-,91,935
37194,37194,25.02.2020,Rütlimattweg ,1,6405,Immensee,Fabrik,-,200,80
37195,37195,06.02.2020,Schwändistrasse ,10,6170,Schüpfheim,Wohnung,1.5,40,830
37197,37197,06.02.2020,Kirchgasse ,11,9220,Bischofszell,Wohnung,5.5,105,1590
37198,37198,06.02.2020,Bahnhofstrasse ,17,9410,Heiden,Einzelzimmer,1.5,50,1035
37199,37199,22.03.2020,Trachslauerstrasse ,23,8840,Trachslau,Dachwohnung,3.5,95,1430
37200,37200,22.03.2020,Haushaldenstrasse ,19,8374,Dussnang,Wohnung,3.5,84,1327
37204,37204,03.03.2020,Teufener Strasse ,120,9000,St. Gallen,Wohnung,4,98,1390
37205,37205,22.03.2020,Gibelhalde ,19,9100,Herisau,Maisonette / Duplex,3.5,112,1740
37206,37206,06.02.2020,Betliserstrasse ,6,8872,Weesen,Wohnung,3.5,85,1650
37207,37207,22.03.2020,Hauptstrasse ,43,4446,Buckten,Dachwohnung,3.5,115,1550
37208,37208,06.02.2020,Galerieweg ,3,9443,Widnau,Loft,1.5,40,1330
37209,37209,06.02.2020,Missionsstrasse ,32,4055,Basel,Wohn- / Geschäftshaus,-,55,1340
37210,37210,22.03.2020,Mittlerer Kreis ,29,4106,Therwil,Wohnung,2,48,1220
37211,37211,20.03.2020,Bischofszellerstrasse ,35,9200,Gossau SG,Wohnung,4.5,104,1885
37212,37212,06.02.2020,Römerweg ,19,4450,Sissach,Wohnung,5,100,1572
37213,37213,06.02.2020,Moosstrasse ,61,9014,St. Gallen,Wohnung,3,56,1090
37214,37214,18.02.2020,Ruhbergstrasse ,41,9000,St. Gallen,Dachwohnung,4,65,1190
37215,37215,06.02.2020,Mülligerstrasse ,1,5413,Birmenstorf AG,Dachwohnung,3.5,80,1520
37216,37216,17.02.2020,Gotthardstrasse ,101,6438,Ibach,Maisonette / Duplex,5.5,140,2150
37220,37220,06.02.2020,Alte Bürenstrasse ,22,4206,Seewen SO,Dachwohnung,2.5,45,980
37222,37222,22.03.2020,Katharinengasse ,25,9000,St. Gallen,Einzelzimmer,1,20,570
37223,37223,06.02.2020,Baselstrasse ,30,4222,Zwingen,Dachwohnung,3.5,100,1550
37224,37224,22.03.2020,Diepoldsauerstrasse ,15,9443,Widnau,Wohnung,3.5,55,1300
37225,37225,22.03.2020,Silserweg ,10,7430,Thusis,Wohnung,4,78,1400
37226,37226,22.03.2020,Platz ,3,6039,Root D4,Büro,-,15,480
37228,37228,06.02.2020,Hauptstrasse ,52,4450,Sissach,Maisonette / Duplex,3.5,110,1825
37229,37229,06.02.2020,Neumattstrasse ,40,4657,Dulliken,Wohnung,2.5,54,1110
37230,37230,06.02.2020,Fürstenlandstrasse ,35,9000,St. Gallen,Büro,-,200,300
37233,37233,06.02.2020,Wiesentalstrasse ,17,9320,Arbon,Wohnung,2.5,65,1040
37236,37236,06.02.2020,Tramstrasse ,1,9444,Diepoldsau,Wohnung,1,55,700
37238,37238,06.02.2020,Hohbühlstrasse ,3,9400,Rorschach,Wohnung,4.5,144,2890
37239,37239,22.03.2020,Fabrikstrasse ,21,9478,Azmoos,Doppeleinfamilienhaus,4.5,157,1980
37241,37241,06.02.2020,Ringstrasse ,3,9300,Wittenbach,Wohnung,4,81,1280
37244,37244,06.02.2020,Läui ,18,9466,Sennwald,Maisonette / Duplex,5.5,140,1800
37245,37245,06.02.2020,Route de Solalex ,85,1882,Gryon,Wohnung,3.5,82,2010
37246,37246,03.03.2020,Stockweg ,3,2557,Studen BE,Wohnung,3.5,78,1430
37248,37248,06.02.2020,Schutzmühlestrasse ,4,9430,St. Margrethen SG,Wohnung,5.5,105,1360
37251,37251,07.03.2020,Chäsiwis ,2,9245,Oberbüren,Wohnung,4.5,112,1950
37252,37252,06.02.2020,St. Jakobstrasse ,89,9000,St. Gallen,Ladenfläche,-,100,1890
37253,37253,06.02.2020,Comercialstrasse ,23,7000,Chur,Gewerbe,-,583,120
37254,37254,06.02.2020,Lerchenfeldstrasse ,14,9500,Wil SG,Praxis,-,26,590
37256,37256,22.03.2020,Floraweg ,2,6003,Luzern,Büro,-,51,1373
37258,37258,06.02.2020,Strada Collina ,9,6612,Ascona,Einzelzimmer,1,25,985
37259,37259,06.02.2020,Piazza Valécc ,1,6822,Arogno,Möbliertes Wohnobjekt,2.5,70,120
37260,37260,06.02.2020,Baslerstrasse ,24,5330,Bad Zurzach,Wohnung,3,75,1290
37261,37261,05.03.2020,Schafmattstrasse ,10,3123,Belp,Wohnung,4.5,95,1580
37265,37265,06.02.2020,Fürstenlandstrasse ,115,9014,St. Gallen,Wohnung,3.5,80,1250
37266,37266,06.02.2020,Oberstrasse ,16,9000,St. Gallen,Einzelzimmer,1,17,550
37268,37268,06.03.2020,Hafenstrasse ,14,8590,Romanshorn,Büro,-,47,600
37269,37269,22.03.2020,Feldgasse ,10,6463,Bürglen UR,Werkstatt,-,45,590
37272,37272,17.03.2020,Pro Familiaweg ,20,6460,Altdorf UR,Wohnung,5.5,115,1715
37273,37273,06.02.2020,Kronenplatz ,1,7310,Bad Ragaz,Ladenfläche,-,53,1950
37274,37274,06.02.2020,Geissgasse ,5,4310,Rheinfelden,Büro,-,80,2030
37275,37275,06.02.2020,Lindenhofstrasse ,22,9500,Wil SG,Wohnung,4.5,115,1480
37277,37277,18.03.2020,Kriessernstrasse ,24,9450,Altstätten SG,Wohnung,4.5,100,1285
37279,37279,06.02.2020,Bahnhofstrasse ,26,4310,Rheinfelden,Büro,-,500,230
37281,37281,06.02.2020,Neudorfstrasse ,69,7430,Thusis,Wohnung,1,30,700
37282,37282,06.02.2020,Unterdorf ,23,8235,Lohn SH,Dachwohnung,3.5,95,1290
37286,37286,06.02.2020,Engelberg ,672,3454,Sumiswald,Wohnung,3,90,1360
37287,37287,06.02.2020,Engelberg ,672,3454,Sumiswald,Wohnung,3,95,1400
37288,37288,22.03.2020,Les Sorbiers ,3,1530,Payerne,Wohnung,2.5,76,1290
37289,37289,22.03.2020,Wolhuserstrasse ,2,6112,Doppleschwand,Dachwohnung,4.5,109,2200
37297,37297,22.03.2020,Schulgasse ,21,4105,Biel-Benken BL,Atelier,-,66,665
37298,37298,22.03.2020,Weierweg ,7,4410,Liestal,Wohn- / Geschäftshaus,-,147,2418
37300,37300,09.03.2020,Grabenstrasse ,11,9500,Wil SG,Einzelzimmer,1,15,600
37304,37304,17.03.2020,Birchstrasse ,231,8052,Zürich,Einzelzimmer,1,18,1250
37305,37305,25.02.2020,Seidenbaumstrasse ,8,9477,Trübbach,Wohnung,4.5,150,2050
37306,37306,09.03.2020,Züghusstrasse ,11,9602,Bazenheid,Wohnung,4.5,128,1860
37308,37308,18.02.2020, Bahnhofstrasse ,56,7302,Landquart,Büro,-,210,170
37311,37311,06.02.2020,Unterer Graben ,10,9000,St. Gallen,Gewerbe,-,25,895
37312,37312,06.02.2020,Bahnhofstrasse ,26,4310,Rheinfelden,Ladenfläche,-,500,280
37313,37313,06.02.2020,Hauptstrasse ,16,4107,Ettingen,Ladenfläche,-,45,1500
37314,37314,22.03.2020,Bahnhofstrasse ,14,6460,Altdorf UR,Wohnung,6.5,170,2750
37316,37316,22.03.2020,Zimmereiweg ,4,4665,Oftringen,Wohnung,4.5,124,1960
37317,37317,06.02.2020,Churerstrasse ,125,9470,Buchs SG,Wohnung,4.5,130,2770
37318,37318,22.03.2020,Churerstrasse ,129,9470,Buchs SG,Wohnung,4.5,141,2730
37319,37319,06.02.2020,Churerstrasse ,129,9470,Buchs SG,Wohnung,4.5,141,2780
37321,37321,06.02.2020,Hofstrasse ,44,9404,Rorschacherberg,Einfamilienhaus,5.5,310,3450
37322,37322,06.02.2020,Hauptstrasse ,137,8274,Tägerwilen,Lager,-,784,8056
37324,37324,06.02.2020,Lindenstrasse ,69,9000,St. Gallen,Wohn- / Geschäftshaus,-,817,208
37325,37325,06.02.2020,Grünaustrasse ,6,8362,Balterswil,Möbliertes Wohnobjekt,3,50,950
37326,37326,06.02.2020,Cho d'Punt ,7,7503,Samedan,Wohn- / Geschäftshaus,-,500,180
37327,37327,06.02.2020,Weidenweg ,25,4310,Rheinfelden,Büro,-,100,880
37328,37328,22.03.2020,Poststrasse ,3,9100,Herisau,Dachwohnung,1.5,30,820
37331,37331,06.02.2020,Rue Oscar-Bider ,110,1950,Sion,Wohnung,3.5,75,1590
37332,37332,06.02.2020,Breitengasse ,52,6463,Bürglen UR,Wohnung,4.5,96,1550
37335,37335,06.02.2020,Ebni ,1,9053,Teufen AR,Dachwohnung,5,101,1600
37342,37342,06.02.2020,Bergstrasse ,16,5605,Dottikon,Wohnung,4.5,80,1490
37344,37344,22.03.2020,Via Riccardo Rossi ,4,6864,Arzo,Wohnung,1.5,43,840
37346,37346,06.02.2020,Hintergasse ,22,7204,Untervaz,Wohnung,4.5,137,1750
37347,37347,22.03.2020,Galgenried ,6,6370,Stans,Gewerbe,-,270,3800
37348,37348,22.03.2020,Milcherweg ,16,4436,Oberdorf BL,Wohnung,3,70,1380
37351,37351,22.03.2020,Alte Strasse ,33,3713,Reichenbach im Kandertal,Gewerbe,-,18,450
37352,37352,22.03.2020,Gotthardstrasse ,20,6484,Wassen UR,Wohnung,2.5,40,900
37353,37353,22.03.2020,Bellacherstrasse ,11,4513,Langendorf,Wohnung,3.5,84,1470
37355,37355,06.02.2020,Luzernerstrasse ,10,6233,Büron,Wohnung,3.5,71,1300
37356,37356,22.03.2020,Kehlmattliweg ,13,6410,Goldau,Wohnung,4,100,1630
37358,37358,22.03.2020,Veltheimerstrasse ,12,5107,Schinznach Dorf,Gewerbe,-,350,85
37359,37359,06.02.2020,Picassoplatz ,8,4052,Basel,Büro,-,19,1300
37363,37363,22.03.2020,Kurfirstenstrasse ,12,7000,Chur,Wohnung,3.5,73,1480
37365,37365,06.02.2020,Kurfirstenstrasse ,12,7000,Chur,Wohnung,3.5,73,1480
37367,37367,22.03.2020,Hauptstrasse ,80,5464,Rümikon AG,Büro,-,25,550
37369,37369,22.03.2020,Zürcherstrasse ,15,5330,Bad Zurzach,Büro,-,90,1000
37371,37371,26.02.2020,Vordere Vorstadt ,5,5000,Aarau,Büro,-,305,6150
37372,37372,22.03.2020,Sernftalstrasse ,50,8765,Engi,Gewerbe,-,460,2481
37373,37373,11.03.2020,Rorschacherstrasse ,34,9450,Altstätten SG,Dachwohnung,3.5,104,1900
37374,37374,06.02.2020,Flawilerstrasse ,17,9242,Oberuzwil ,Einzelzimmer,1,30,650
37375,37375,22.03.2020,Alte Bahnhofstrasse ,3,9100,Herisau,Gewerbe,-,193,2750
37376,37376,06.02.2020,Im Margarethental ,19,4102,Binningen,Wohnung,5,128,2700
37377,37377,18.02.2020,Hofäckerstrasse ,3,9524,Zuzwil SG,Wohnung,3.5,65,1080
37379,37379,06.02.2020,Landstrasse ,33,4452,Itingen,Büro,-,18,250
37383,37383,22.03.2020,Hinterdorf ,1,9056,Gais,Wohnung,4.5,130,1520
37386,37386,22.03.2020,Dorfstrasse ,30,9205,Waldkirch,Dachwohnung,4.5,110,1680
37387,37387,06.02.2020,Lindenstrasse ,69,9000,St. Gallen,Lager,-,107,1220
37390,37390,06.02.2020,Kasernenstrasse ,53,7000,Chur,Wohnung,3.5,79,1720
37393,37393,06.02.2020,Rorschacherstrasse ,205,9000,St. Gallen,Wohnung,2.5,50,1270
37394,37394,06.02.2020,Rathausstrasse ,11,4410,Liestal,Wohnung,4,100,1910
37395,37395,06.02.2020,Bildstrassse ,5,9015,St. Gallen,Büro,-,205,2850
37396,37396,06.02.2020,Riedenstr. ,5,8737,Gommiswald,Werkstatt,-,68,1200
37397,37397,22.03.2020,Marolanistrasse ,1,9450,Altstätten SG,Wohn- / Geschäftshaus,-,180,3600
37401,37401,22.03.2020,Grimselweg ,4,6005,Luzern,Dachwohnung,2.5,75,1750
37402,37402,22.03.2020,Schwerzenbachstrasse ,5,8117,Fällanden,Dachwohnung,3.5,120,2570
37403,37403,06.02.2020,Neudorfstrasse ,96,7430,Thusis,Gewerbe,-,390,223
37407,37407,06.02.2020,Bavurtga ,3,7402,Bonaduz,Wohn- / Geschäftshaus,-,59,1870
37408,37408,06.02.2020,Bavurtga ,1,7402,Bonaduz,Wohn- / Geschäftshaus,-,118,3160
37409,37409,06.02.2020,Meggenhus ,458,9402,Mörschwil,Dachwohnung,3.5,140,2200
37411,37411,06.02.2020,Harfenberg ,2,9533,Kirchberg SG,Geschäftshaus,-,250,140
37412,37412,22.03.2020,Seestrasse ,5,9423,Altenrhein,Dachwohnung,4,73,1120
37413,37413,06.02.2020,Seestrasse ,35,8800,Thalwil,Dachwohnung,2.5,80,1890
37414,37414,06.02.2020,Lindenstrasse ,6,9424,Rheineck,Wohnung,1.5,55,880
37415,37415,06.02.2020,Wührestrasse ,7,9050,Appenzell,Wohnung,3.5,72,1800
37417,37417,06.02.2020,Schomattenstr. ,43,9630,Wattwil,Wohnung,4.5,95,1384
37418,37418,06.02.2020, Kreuzgasse ,87,7000,Chur,Wohnung,2.5,53,1398
37419,37419,06.02.2020,Graltshauserstrasse ,30,8573,Altishausen,Einzelzimmer,2.5,76,1150
37421,37421,06.02.2020,Rotzenwil ,921,9313,Muolen,Wohnung,4.5,104,1800
37422,37422,06.02.2020,Rorschacherstrasse ,205,9000,St. Gallen,Wohnung,3.5,65,1370
37423,37423,22.03.2020,Oberer Werdbüchel ,9,9410,Heiden,Büro,-,50,750
37424,37424,06.02.2020,Im Dorf ,6,5726,Unterkulm,Wohnung,3.5,100,1690
37426,37426,06.02.2020,St. Gallerstrasse ,57,9038,Rehetobel,Wohnung,5.5,128,2230
37428,37428,22.03.2020,Nelkenweg ,14,8280,Kreuzlingen,Wohnung,3.5,90,1950
37429,37429,22.03.2020,Aumattstrasse ,13,4153,Reinach BL,Wohnung,3.5,82,1770
37430,37430,06.02.2020,Allmeindstrasse ,17,8867,Niederurnen,Doppeleinfamilienhaus,5,150,1850
37432,37432,06.02.2020,Hauptstrasse ,126,8274,Tägerwilen,Büro,-,45,830
37433,37433,06.02.2020,Kohlhalden ,23,9042,Speicher,Wohnung,4.5,90,1230
37435,37435,22.03.2020,Eulenweg ,7,9435,Heerbrugg,Wohnung,4.5,105,1640
37438,37438,06.02.2020,Hauptstrass ,6,7240,Küblis,Gewerbe,-,800,1220
37439,37439,22.03.2020,Hafenstrasse ,46,8280,Kreuzlingen,Lager,-,15,219
37440,37440,06.02.2020,Gossauerstrasse ,108,9100,Herisau,Gewerbe,-,86,1600
37441,37441,21.03.2020,Webereistrasse ,1,9526,Zuckenriet,Werkstatt,-,55,590
37443,37443,20.03.2020,Dorfstrasse ,10,9055,Bühler,Wohnung,4,80,1120
37444,37444,06.02.2020,Seestrasse ,5,8880,Walenstadt,Wohnung,3.5,65,1060
37445,37445,06.02.2020,Kirchgasse ,11,8570,Weinfelden,Wohnung,3.5,90,1300
37448,37448,06.02.2020,Breitenbachstrasse ,12,4242,Laufen,Wohnung,3.5,81,1850
37451,37451,22.03.2020, Zürichstrasse ,23,2504,Biel/Bienne,Büro,-,470,4980
37452,37452,06.03.2020,Gardi ,14,6423,Seewen SZ,Wohnung,4,80,1630
37453,37453,06.02.2020,Flawilerstrasse ,17,9242,Oberuzwil,Einzelzimmer,1,16,540
37454,37454,06.02.2020,Bavurtga ,4,7402,Bonaduz,Wohnung,3.5,88,1860
37457,37457,06.02.2020,Gartenstrasse ,17,5032,Aarau Rohr,Lager,-,25,350
37459,37459,10.03.2020,Wüestländeweg ,2,5737,Menziken,Wohnung,4.5,72,1335
37460,37460,06.02.2020,Hostett ,2,6063,Stalden (Sarnen),Möbliertes Wohnobjekt,3.5,90,1980
37462,37462,22.03.2020, Milcherweg ,18,4436,Oberdorf BL,Wohnung,3.5,71,1430
37463,37463,06.02.2020,Schwertstrasse ,7,8200,Schaffhausen,Maisonette / Duplex,2.5,115,1580
37464,37464,22.03.2020,Soodring ,13,8134,Adliswil,Büro,-,168,164
37466,37466,06.02.2020,Marktgasse ,20,9000,St. Gallen,Praxis,-,65,1750
37467,37467,06.02.2020,In Busciurina ,3,6528,Camorino,Gewerbe,-,114,2000
37468,37468,19.03.2020,Grabenstrasse ,11,9500,Wil SG,Einzelzimmer,1,11,450
37470,37470,06.02.2020,Via Vitg dado ,22,7152,Sagogn,Wohnung,3.5,83,2400
37471,37471,22.03.2020,Schützenstrasse ,4,6436,Muotathal,Wohnung,4.5,80,1190
37472,37472,06.02.2020,In Busciurina ,3,6528,Camorino,Büro,-,61,1000
37473,37473,06.02.2020,Neugutstrasse ,2,7208,Malans GR,Gewerbe,-,312,3500
37475,37475,22.03.2020,Hauptstrasse ,75,9424,Rheineck,Gewerbe,-,10,320
37476,37476,17.03.2020,Oberstrasse ,16,9000,St. Gallen,Wohnung,3,75,1680
37477,37477,06.02.2020,Mausackerweg ,71,4153,Reinach BL,Wohnung,4,110,2250
37478,37478,22.03.2020,Bäckerstrasse ,3,9463,Oberriet SG,Dachwohnung,4.5,110,1290
37479,37479,06.02.2020,Hochstrasse ,257,8200,Schaffhausen,Wohnung,3,75,1100
37481,37481,06.02.2020,Promenade ,64,7270,Davos Platz,Wohn- / Geschäftshaus,-,95,1400
37482,37482,22.03.2020, Zullwilerstrasse ,2,4208,Nunningen,Ladenfläche,-,20,550
37483,37483,22.03.2020,Carrà dei Nasi ,11,6612,Ascona,Gewerbe,-,130,2800
37484,37484,15.02.2020,Bahnhofstrasse ,87,9240,Uzwil,Wohnung,4.5,90,1480
37485,37485,22.03.2020,Pilatusstr. ,5,4663,Aarburg,Geschäftshaus,-,801,12169
37486,37486,22.03.2020,Roschacherstrasse ,152,9000,St. Gallen,Büro,-,306,180
37487,37487,22.03.2020,Dorfsrasse ,13,8576,Mauren TG,Dachwohnung,31,82,1200
37488,37488,06.02.2020,Erlachstrasse ,3,9014,St. Gallen,Büro,-,18,499
37489,37489,06.02.2020,Höchistrasse ,9,8722,Kaltbrunn,Wohnung,3.5,90,1430
37490,37490,22.03.2020,Güterstrasse ,15,4133,Pratteln,Ladenfläche,-,186,2790
37491,37491,22.03.2020,Baslerstrasse ,46,4600,Olten,Ladenfläche,-,122,3500
37492,37492,22.03.2020,Pilatusstrasse ,5,4663,Aarburg,Geschäftshaus,-,801,12169
37497,37497,06.02.2020,Vulkanstrasse ,110,8048,Zürich,Möbliertes Wohnobjekt,1.5,44,3200
37498,37498,06.02.2020,Vulkanstrasse ,110,8048,Zürich,Möbliertes Wohnobjekt,2.5,61,3400
37499,37499,06.02.2020,Vulkanstrasse ,110,8048,Zürich,Möbliertes Wohnobjekt,2.5,64,3400
37500,37500,22.03.2020,Rathausstrasse ,24,4410,Liestal,Büro,-,136,2320
37501,37501,22.03.2020,Ringstrasse ,48,8887,Mels,Wohnung,4.5,125,1770
37502,37502,06.02.2020,Rheinstrasse ,14,7203,Trimmis,Gewerbe,-,375,120
37505,37505,06.02.2020,Feldhofstrasse ,49,9230,Flawil,Gewerbe,-,38,300
37506,37506,22.03.2020,St. Jakob-Strasse ,103,9000,St. Gallen,Büro,-,100,450
37507,37507,22.03.2020,Jägerweg ,9,6468,Attinghausen,Dachwohnung,3.5,85,1080
37508,37508,22.03.2020,Mooswiesstrasse ,76,9200,Gossau SG,Büro,-,240,3300
37513,37513,22.03.2020,Bachstrasse ,2,9410,Heiden,Wohnung,3.5,73,1100
37516,37516,06.02.2020,St. Jakobs-Str. ,25,4000,Basel,Lager,-,60,575
37517,37517,12.03.2020,St. Jakobs-Str. ,25,4000,Basel,Lager,-,35,335
37519,37519,22.03.2020,Brückenstrasse ,24,4102,Binningen,Wohnung,3.5,65,1950
37520,37520,06.02.2020,In Busciurina ,3,6528,Camorino,Geschäftshaus,-,114,2000
37522,37522,06.02.2020,Neugutstr. ,4,7208,Malans GR ,Gewerbe,-,520,120
37523,37523,06.02.2020,Hauptstrass ,6,7240,Küblis,Wohnung,2,93,1170
37524,37524,06.02.2020,Hauptstrass ,6,7240,Küblis,Wohnung,3.5,130,1320
37525,37525,06.02.2020,Hauptstrass ,6,7240,Küblis,Wohnung,5.5,180,1910
37526,37526,22.03.2020,Neumattweg ,5,5610,Wohlen AG,Wohnung,3.5,65,1450
37527,37527,19.03.2020,Etzelstrasse ,11,8840,Einsiedeln,Wohnung,3.5,107,2340
37529,37529,06.02.2020,Kurhausstrasse ,10,8374,Oberwangen TG,Einfamilienhaus,6,180,3500
37530,37530,06.02.2020,Werdenstrasse ,72,9472,Grabs,Lager,-,60,115
37531,37531,22.03.2020,Karl-Völker-Strasse ,2,9435,Heerbrugg,Terrassenwohnung,3.5,97,1750
37535,37535,22.03.2020,Masanserstrasse ,92,7000,Chur,Wohnung,3,62,1255
37538,37538,04.03.2020,Poststrasse ,15,6300,Zug,Büro,-,228,305
37539,37539,06.02.2020,Gerbeweg ,3,9000,St. Gallen,Wohnung,4,80,1320
37540,37540,06.02.2020,Sägenstr. ,4,7000,Chur,Büro,-,167,160
37541,37541,06.02.2020,Römerweg ,14,8594,Güttingen,Wohnung,3.5,70,1130
37543,37543,06.02.2020,Via Torrazza ,105,6900,Lugano,Terrassenhaus,6.5,190,200
37547,37547,06.02.2020,Via Torrazza ,105,6987,Caslano,Einfamilienhaus,6.5,190,3900
37548,37548,22.03.2020,Hauptstrasse ,83,9113,Degersheim,Wohnung,3,77,1090
37550,37550,06.02.2020,Hauptgasse ,8,9620,Lichtensteig,Büro,-,56,1074
37551,37551,06.02.2020,Hauptgasse ,8,9620,Lichtensteig,Büro,-,27,521
37553,37553,21.02.2020,Löwenstrasse ,51,9400,Rorschach,Büro,-,78,950
37555,37555,06.02.2020,Zielstrasse ,13,9050,Appenzell,Büro,-,94,1680
37560,37560,22.03.2020,Industriestrasse ,36,9434,Au SG,Wohnung,5.5,93,1450
37563,37563,06.02.2020,Neustadtstrasse ,31,6003,Luzern,Dachwohnung,2.5,50,1240
37564,37564,06.02.2020,Sirnacherstrasse ,23,8355,Aadorf,Dachwohnung,1.5,45,660
37565,37565,06.02.2020,Dorfstrasse ,59,8834,Schindellegi,Praxis,-,20,890
37566,37566,04.03.2020,Eichhofweg ,5,7206,Igis,Attikawohnung,3.5,92,1865
37568,37568,18.03.2020,Landhausstrasse ,4,9000,St. Gallen,Atelier,-,37,370
37571,37571,22.03.2020,Bahnhofstrasse ,15,7310,Bad Ragaz,Büro,-,135,1900
37574,37574,06.02.2020, Neugasse ,31,9602,Bazenheid,Wohnung,3.5,110,1675
37575,37575,06.02.2020,Gewerbestrasse ,11,6330,Cham,Geschäftshaus,-,855,225
37576,37576,06.02.2020,Gewerbestrasse ,11,6330,Cham,Gewerbe,-,122,210
37578,37578,06.02.2020,Gewerbestrasse ,11,6330,Cham,Büro,-,198,220
37580,37580,06.02.2020,Bretzwilerstrasse ,5,4208,Nunningen,Wohnung,4,81,1350
37581,37581,22.03.2020,Lagerweg ,8,4900,Langenthal,Wohnung,4.5,91,1480
37582,37582,06.02.2020,Wiestistrasse ,19,3920,Zermatt,Dachwohnung,2.5,79,2000
37583,37583,22.03.2020,Eschfeld ,3,8934,Knonau,Wohnung,2,60,1475
37584,37584,06.02.2020,Hauptstrasse ,69,9042,Speicher,Wohnung,4.5,110,1200
37586,37586,06.02.2020,Ringstrasse ,4,3360,Herzogenbuchsee,Dachwohnung,4.5,100,1380
37588,37588,06.02.2020,Quadernstrasse ,4,7317,Valens,Möbliertes Wohnobjekt,1.5,30,690
37589,37589,06.02.2020,Kreuzstrasse ,39,8008,Zürich,Büro,-,165,350
37590,37590,06.02.2020,Haupstrasse ,34,7432,Zillis,Wohnung,3.5,78,1370
37591,37591,06.02.2020,Gaishausstrasse ,41,9050,Appenzell,Büro,-,122,2000
37593,37593,22.03.2020,Zäpfehusstrasse ,1,9602,Bazenheid,Einzelzimmer,1,27,550
37594,37594,06.02.2020,Furra ,5,7107,Safien Platz,Einzelzimmer,1,30,450
37595,37595,06.02.2020,Mausackerweg ,71,4153,Reinach BL,Wohnung,3.5,87,1795
37599,37599,22.03.2020,Industriestrasse ,9,7204,Untervaz,Gewerbe,-,470,4390
37600,37600,06.02.2020,Ennenmatt ,15,6103,Schwarzenberg LU,Wohnung,4.5,100,1610
37606,37606,06.02.2020,Kalchofenweg ,6,4600,Olten,Wohnung,4,75,1440
37610,37610,22.03.2020,Schwerzenbachstrasse ,5,8117,Fällanden,Wohn- / Geschäftshaus,-,47,1600
37611,37611,06.02.2020,Via Torrazza ,105,6900,Lugano,Terrassenhaus,4,120,3900
37612,37612,06.02.2020,Lindenstrasse ,69,9000,St. Gallen,Einzelzimmer,1.5,58,1430
37613,37613,22.03.2020,Bahnhofstrasse ,5,4203,Grellingen,Maisonette / Duplex,4.5,133,2290
37620,37620,22.03.2020,Espace de l'Europe ,16,2000,Neuchâtel,Loft,3.5,120,2100
37623,37623,22.03.2020,Grossfeldstrasse ,5,8887,Mels,Büro,-,70,1450
37625,37625,22.03.2020,Rue Arnold-Guyot ,5,2000,Neuchâtel,Wohnung,2.5,57,1380
37627,37627,06.02.2020,Rue Oscar-Bider ,108,1950,Sion,Wohnung,3.5,74,1590
37630,37630,21.03.2020,Rheinweg ,1,8200,Schaffhausen,Büro,-,135,2130
37632,37632,06.02.2020,Rischmattweg ,41,4457,Diegten,Wohnung,3.5,82,1550
37635,37635,06.02.2020,Löwenstrasse ,16,8280,Kreuzlingen,Wohn- / Geschäftshaus,-,700,180
37636,37636,22.03.2020,Binnenkanalstrasse ,1247,9434,Au SG,Geschäftshaus,-,15,154
37637,37637,22.03.2020,Hinterdorfstrasse ,17,9607,Mosnang,Wohnung,2.5,70,1140
37639,37639,06.02.2020,Rickenstrasse ,16,8722,Kaltbrunn,Möbliertes Wohnobjekt,3,64,980
37640,37640,06.02.2020,Linsebühlstrasse ,48,9000,St. Gallen,Maisonette / Duplex,2.5,83,1590
37642,37642,06.02.2020,Dorfstrasse ,22,9125,Brunnadern,Wohnung,1.5,28,600
37643,37643,02.03.2020,Ernst-Kreidolfstrasse ,2,8274,Tägerwilen,Wohnung,2.5,66,1450
37644,37644,06.02.2020,Wattistrasse ,9,8580,Amriswil,Wohnung,3.5,65,1170
37645,37645,22.03.2020,Ernst-Kreidolfstrasse ,6,8274,Tägerwilen,Wohnung,2,42,1250
37650,37650,22.03.2020,Schwerzenbachstrasse ,5,8117,Fällanden,Wohn- / Geschäftshaus,-,44,2280
37651,37651,06.02.2020, Sandackerstrasse ,24,9245,Oberbüren,Büro,-,90,1340
37652,37652,22.03.2020,Bahnhofstrasse ,42,6162,Entlebuch,Gewerbe,-,56,374
37655,37655,06.02.2020,Bündtenackerstrasse ,266,4234,Zullwil,Dachwohnung,3.5,61,1100
37657,37657,22.03.2020,Zugerstrasse ,8,8918,Unterlunkhofen,Wohnung,4.5,107,1990
37660,37660,15.02.2020,Aescherstrasse ,24,5615,Fahrwangen,Wohnung,3.5,100,1520
37661,37661,06.02.2020,Wilerstrasse ,26,9230,Flawil,Wohnung,3.5,63,1280
