,ID,date,Strasse,Hausnummer,PLZ,Ort,type,Zimmer,Fläche,Preis
5,5,22.03.2020,Kapellgasse ,2,9320,Arbon,Wohnung,2,42,920
6,6,22.03.2020,Sonnenstrasse ,62,8200,Schaffhausen,Wohnung,4,65,1076
13,13,22.03.2020,Gartenstrasse ,2,8902,Urdorf,Wohnung,2.5,55,1550
16,16,22.03.2020,Im Wingert ,15,8049,Zürich,Wohnung,2,50,1750
17,17,22.03.2020, Waldgartenweg ,20,8057,Zürich,Wohnung,4.5,100,2100
36,36,22.03.2020,Bergstrasse ,14,8712,Stäfa,Wohnung,3.5,116,1990
40,40,22.03.2020,Eichenweg ,15,8134,Adliswil,Wohnung,3.5,110,2850
41,41,22.03.2020,"Querstrasse, ",16,8050,Zürich,Wohnung,3,71,2020
61,61,22.03.2020,Bühlwiesenstrasse ,22,8600,Dübendorf,Wohnung,2.5,53,1760
66,66,22.03.2020, Chlosterstrasse ,21,8914,Aeugst am Albis,Wohnung,1.5,65,1180
70,70,22.03.2020,Kraftstrasse ,28,8044,Zürich,Wohnung,2,45,2151
72,72,22.03.2020,Bürglistrasse ,5,9000,St. Gallen,Möbliertes Wohnobjekt,4,110,1600
74,74,22.03.2020,Feldbergstrasse ,41,4057,Basel,Hobbyraum,-,60,900
75,75,22.03.2020,Hauptstrasse ,49,5032,Aarau Rohr,Wohnung,3.5,65,1030
77,77,22.03.2020,Mattenstrasse ,25,5430,Wettingen,Wohnung,4.5,105,1980
78,78,22.03.2020,Metzgerrainle ,4,6004,Luzern,Möbliertes Wohnobjekt,1,40,1400
93,93,22.03.2020,Sankt Margrethenstrasse ,12,7000,Chur,Wohnung,1.5,45,850
95,95,22.03.2020,Wilenstrasse ,29,9500,Wil SG,Wohnung,3.5,80,1400
97,97,22.03.2020,"In der Ey, ",46,8047,Zürich,Wohnung,3.5,84,2630
102,102,22.03.2020,Martinstrasse ,8,4622,Egerkingen,Wohnung,4.5,187,2241
106,106,22.03.2020,Obere Buechi str.,10,6377,Seelisberg,Wohnung,1.5,28,660
109,109,22.03.2020, Bundesstrasse ,7,6003,Luzern,Wohnung,2,45,1350
110,110,22.03.2020,Bartlishaldenstrasse ,1,9434,Au SG,Attikawohnung,2.5,70,1590
111,111,22.03.2020,Bartlishaldenstrasse ,1,9434,Au SG,Wohnung,3.5,93,1730
195,195,22.03.2020,Kirchweg ,23,8196,Wil ZH,Wohnung,3.5,88,1890
196,196,22.03.2020,Tranchepied ,22,1278,La Rippe,Wohnung,4,105,2015
201,201,21.03.2020,Seestrasse ,50,8802,Kilchberg ZH,Wohnung,3,79,2430
202,202,21.03.2020,Von May-Str. ,30,3604,Thun,Wohnung,3.5,85,1730
203,203,21.03.2020,Mühletalweg ,3,4600,Olten,Wohnung,3,66,1300
204,204,21.03.2020,Rue Joseph Reichlen ,5,1700,Fribourg,Wohnung,2,56,1321
206,206,21.03.2020,Lehmgrubenweg ,2,4802,Strengelbach,Wohnung,3.5,65,1200
208,208,22.03.2020,Industriestrasse ,26,4528,Zuchwil,Wohnung,4.5,128,2250
209,209,21.03.2020,Wagnergasse ,5,7000,Chur,Wohnung,4.5,80,1390
210,210,21.03.2020,Cavendel ,44,7408,Cazis,Wohnung,2.5,60,1295
230,230,21.03.2020,Bischofszellerstrasse ,14,9200,Gossau SG,Wohnung,4.5,102,1924
231,231,21.03.2020,Bischofszellerstrasse ,16,9200,Gossau SG,Wohnung,2.5,65,1390
232,232,21.03.2020,Bischofszellerstrasse ,14,9200,Gossau SG,Wohnung,3.5,90,1716
235,235,21.03.2020,Av. Druey ,17,1018,Lausanne,Wohnung,2,54,1670
236,236,21.03.2020,Im Riet ,6,8200,Schaffhausen,Wohnung,3.5,80,1690
237,237,21.03.2020,Bienkenstr. ,24,4702,Oensingen,Büro,-,241,184
238,238,22.03.2020,Rue du Rocher ,37,2000,Neuchâtel,Wohnung,4.5,140,2915
239,239,22.03.2020,Rue du Rocher ,37,2000,Neuchâtel,Wohnung,4.5,140,2800
240,240,22.03.2020, Rue du Rocher ,37,2000,Neuchâtel,Wohnung,5.5,140,2820
241,241,22.03.2020,Rue du Rocher ,37,2000,Neuchâtel,Wohnung,4.5,140,2605
244,244,22.03.2020,Rue du Rocher ,37,2000,Neuchâtel,Wohnung,3.5,120,2380
247,247,22.03.2020,Rouges-Terres ,41,2068,Hauterive NE,Wohnung,3.5,87,1720
248,248,22.03.2020,Rouges-Terres ,41,2068,Hauterive NE,Wohnung,3.5,87,1720
250,250,22.03.2020,Rue de l'Ecluse ,38,2000,Neuchâtel,Wohnung,-,62,1290
251,251,22.03.2020,Rue Daniel-Jeanrichard ,1,2400,Le Locle,Wohnung,3,60,920
252,252,22.03.2020,Rue de l'Ecluse ,38,2000,Neuchâtel,Wohnung,1,43,1150
253,253,22.03.2020,Rue de l'Ecluse ,30,2000,Neuchâtel,Wohnung,2.5,55,1440
254,254,22.03.2020,Rue de l'Ecluse ,38,2000,Neuchâtel,Wohnung,1,42,1005
255,255,22.03.2020,Rue de Parc ,149,2300,La Chaux-de-Fonds,Wohnung,3,80,1050
257,257,22.03.2020,Rue de l'Ecluse ,38,2000,Neuchâtel,Wohnung,1,35,990
258,258,22.03.2020,Rue de l'Ecluse ,30,2000,Neuchâtel,Wohnung,1,47,940
261,261,22.03.2020,Billodes ,38,2400,Le Locle,Wohnung,5,110,955
264,264,21.03.2020,Chemin de Belleroche ,14,2000,Neuchâtel,Wohnung,4.5,100,2290
267,267,21.03.2020,Rue de Pommeret ,7,2053,Cernier,Wohnung,3.5,90,1500
273,273,22.03.2020,Rte de Villeneuve ,20,1522,Lucens,Wohnung,4.5,110,1925
274,274,22.03.2020,Rte de Villeneuve ,18,1522,Lucens,Wohnung,4.5,110,2000
276,276,22.03.2020,Rte de Villeneuve ,22,1522,Lucens,Wohnung,4.5,110,1968
278,278,22.03.2020,Rte de Villeneuve ,18,1522,Lucens,Wohnung,4.5,110,2000
279,279,21.03.2020,Rue de l'Ancienne-Poste ,36,1337,Vallorbe,Wohnung,3.5,59,990
282,282,21.03.2020,Rue de l'Ancienne-Poste ,36,1337,Vallorbe,Partyraum,1,20,250
295,295,21.03.2020,Lichsenweg ,6,4125,Riehen,Villa,6.5,227,5670
303,303,21.03.2020,Signalstrasse ,8,9400,Rorschach,Wohnung,3.5,85,1270
306,306,21.03.2020,Burgweg ,14,4058,Basel,Wohnung,2,51,1490
307,307,21.03.2020,Frutigenstrasse ,49,3600,Thun,Wohnung,4.5,80,1690
308,308,21.03.2020,Ringstrasse ,176,7000,Chur,Wohnung,3.5,75,1542
309,309,21.03.2020,Rue de Lyon ,10,1201,Genève,Einzelzimmer,1,23,1240
310,310,21.03.2020,Herrenweg ,10,4153,Reinach BL,Wohnung,3.5,87,1950
311,311,21.03.2020,Burgweg ,14,4058,Basel,Gewerbe,-,28,970
312,312,21.03.2020,Burgweg ,14,4058,Basel,Wohnung,1.5,45,1220
313,313,21.03.2020,Burgweg ,14,4058,Basel,Wohnung,2,44,1300
314,314,21.03.2020,Schönaustrasse ,38,4058,Basel,Wohnung,2,45,1220
315,315,21.03.2020,Rainmattweg ,6,4203,Grellingen,Wohnung,4.5,109,1940
316,316,21.03.2020,Florastrasse ,30,4127,Birsfelden,Wohnung,3.5,62,1610
318,318,21.03.2020,Oetlingerstrasse ,50,4057,Basel,Wohnung,2,55,1290
319,319,21.03.2020,Apfelseestrasse ,18,4143,Dornach,Wohnung,2,54,1140
321,321,21.03.2020,Dörrmattweg ,29,5070,Frick,Einfamilienhaus,6.5,106,1760
322,322,21.03.2020,Grosswiesenstrasse ,13,8543,Gundetswil,Einfamilienhaus,5.5,135,2800
325,325,21.03.2020,Hauptstrasse ,64,9053,Teufen AR,Wohnung,4.5,112,1950
326,326,21.03.2020,Eggerstrasse ,4,9437,Marbach SG,Wohnung,4.5,98,1590
328,328,21.03.2020,Seepark ,7,9422,Staad SG,Attikawohnung,7.5,230,4230
333,333,21.03.2020,Säckingerstrasse ,6,4310,Rheinfelden,Wohnung,4.5,96,1650
334,334,21.03.2020,Laufenburgerstrasse ,16,4310,Rheinfelden,Wohnung,2,48,1006
335,335,21.03.2020,Bahnhofstr. ,24,2542,Pieterlen,Wohnung,3.5,90,1515
336,336,21.03.2020,Waldshuterstrasse ,7,4310,Rheinfelden,Wohnung,4.5,96,1729
337,337,21.03.2020,Waldhofstrasse ,39,4310,Rheinfelden,Wohnung,2.5,73,1456
338,338,21.03.2020,Waldhofstrasse ,39,4310,Rheinfelden,Wohnung,2.5,73,1450
339,339,21.03.2020,Habsburgerstrasse ,88,4310,Rheinfelden,Wohnung,3.5,85,1622
340,340,21.03.2020,St. Jakobsstr. ,96,4052,Basel,Wohnung,2.5,74,1840
341,341,21.03.2020,Islikonerstrasse ,21,8547,Gachnang,Wohnung,4.5,112,2200
345,345,21.03.2020,,6,8960,Grentzingen,Einfamilienhaus,5,160,950
348,348,21.03.2020,Gotthardstrasse ,67,6353,Weggis,Wohnung,4.5,135,3320
350,350,21.03.2020,Brühlstrasse ,2,5037,Muhen,Wohnung,4.5,120,1960
351,351,21.03.2020,Route des Pralets ,6,1295,Tannay,Einfamilienhaus,6,150,5100
354,354,21.03.2020,Weiherweg ,16,4153,Reinach BL,Attikawohnung,4.5,125,3150
360,360,21.03.2020,Seepark ,7,9422,Staad SG,Attikawohnung,7.5,230,4230
364,364,21.03.2020,Schäfliplatz ,6,9315,Neukirch (Egnach),Wohnung,4.5,109,1890
365,365,21.03.2020,Cavendel ,42,7408,Cazis,Wohnung,4.5,118,2040
366,366,21.03.2020,Cavendel ,42,7408,Cazis,Wohnung,4.5,119,1940
368,368,21.03.2020,Schäfliplatz ,4,9315,Neukirch (Egnach),Wohnung,2.5,61,1360
369,369,21.03.2020,Cavendel ,44,7408,Cazis,Wohnung,3.5,88,1595
370,370,21.03.2020,Cavendel ,44,7408,Cazis,Wohnung,2.5,60,1295
371,371,21.03.2020,Hauptstrasse ,10,8215,Hallau,Loft,-,107,1930
372,372,21.03.2020,Rotenrainstrasse ,2,8645,Jona,Wohnung,4.5,125,2850
373,373,22.03.2020,Schaffhauserstrasse ,1,8226,Schleitheim,Wohnung,3.5,90,950
374,374,22.03.2020,Schaffhauserstrasse ,1,8226,Schleitheim,Wohnung,2,55,750
377,377,21.03.2020,Rorschacher Strasse ,235,9016,St. Gallen,Wohnung,3.5,74,1190
378,378,21.03.2020,Bahnhofstrasse ,30,8590,Romanshorn ,Büro,-,75,232
381,381,22.03.2020,Engelgasse ,6,9000,St. Gallen,Büro,-,44,1120
382,382,22.03.2020,Engelgasse ,6,9000,St. Gallen,Gewerbe,-,58,554
383,383,22.03.2020,Hauptstrasse ,40,9400,Rorschach,Wohn- / Geschäftshaus,-,98,2100
384,384,21.03.2020,Spätzstrasse ,35,8810,Horgen,Wohnung,3.5,90,3350
388,388,21.03.2020,Luzernerstrasse ,31,6353,Weggis,Studio,1.5,35,1100
389,389,21.03.2020,Mainaustrasse ,49,8008,Zürich,Wohnung,2.5,92,3495
390,390,21.03.2020,Mainaustrasse ,49,8008,Zürich,Wohnung,1.5,68,2895
391,391,21.03.2020,Speerstrasse ,17,8637,Laupen ZH,Wohnung,2.5,55,1130
392,392,21.03.2020,Speerstrasse ,17,8636,Wald ZH,Wohnung,2.5,55,1130
393,393,21.03.2020,Im Platz ,6,8330,Pfäffikon ZH,Möbliertes Wohnobjekt,1,18,1490
397,397,22.03.2020,Wiesenstr. ,17,4457,Diegten,Wohnung,3.5,100,2055
401,401,21.03.2020,Oberriedenstrasse ,8,5412,Gebenstorf,Wohnung,2.5,60,995
402,402,21.03.2020,Ludretikonerstrasse ,33,8800,Thalwil,Wohnung,3.5,75,2290
404,404,21.03.2020,Gubelrain ,5,8965,Berikon,Wohnung,2.5,61,1067
427,427,22.03.2020,Hauptstrasse ,37,8532,Warth,Möbliertes Wohnobjekt,1.5,33,900
428,428,21.03.2020,Alte Landstrasse ,33,8700,Küsnacht ZH,Wohnung,3.5,150,4340
429,429,22.03.2020,Büchnerstrasse ,21,8006,Zürich,Wohnung,2.5,58,1960
431,431,21.03.2020,"Jungstrasse, ",8,8050,Zürich,Wohnung,2.5,60,1960
433,433,22.03.2020,Rothüslifeldstrasse ,13,5737,Menziken,Wohnung,4.5,95,1420
435,435,22.03.2020,Sumatrastrasse ,39,8006,Zürich,Wohnung,2.5,72,2290
436,436,21.03.2020,Hofacher ,4,5108,Oberflachs,Wohnung,1.5,63,1080
447,447,21.03.2020,Baltenswilerstrasse ,24,8303,Bassersdorf,Wohnung,2,56,1548
449,449,21.03.2020,via Cortivo ,22,6977,Ruvigliana,Wohnung,3.5,100,2800
450,450,21.03.2020,Sellenbüren ,12,8143,Uetliberg,Wohnung,3.5,100,2100
454,454,21.03.2020,Tiefengrabenstr. ,20,4102,Binningen,Wohnung,4.5,98,2200
456,456,22.03.2020,Rue du Molage ,54,1860,Aigle,Wohnung,1,28,560
462,462,22.03.2020,"Imbisbühlstrasse, ",12,8049,Zürich,Möbliertes Wohnobjekt,4.5,15,900
465,465,21.03.2020,Kalkbreitestrasse ,99,8003,Zürich,Wohnung,3.5,60,1500
469,469,21.03.2020,Bahnhofplatz ,4,9555,Tobel,Wohnung,4.5,105,1510
471,471,21.03.2020,Höflistr. ,42,8135,Langnau am Albis,Wohnung,4.5,104,196
488,488,21.03.2020,"Wartgutstrasse, ",5,8413,Neftenbach,Wohnung,2,55,1398
491,491,21.03.2020,Rue de Lyon ,10,1201,Genève,Studio,1,23,1240
493,493,21.03.2020,Bolsternstrasse ,20,8483,Kollbrunn,Wohnung,3.5,100,1950
496,496,21.03.2020,Neumattstrasse ,35,8902,Urdorf,Wohnung,3,67,1655
497,497,21.03.2020,Dörflistrasse ,28,8057,Zürich,Wohnung,2.5,60,1246
502,502,21.03.2020,"Schaffhauserstrasse, ",280,8057,Zürich,Möbliertes Wohnobjekt,1.5,35,1150
504,504,21.03.2020,Avenue de la Promenade ,14,1530,Payerne,Wohnung,1,36,670
508,508,21.03.2020,Place du Village ,1,1063,Peyres-Possens,Büro,3,100,1200
509,509,21.03.2020,Chemin de Rennier ,30,1009,Pully,Wohnung,5.5,166,6000
510,510,21.03.2020,Pierre de Savoie ,44,1680,Romont FR,Wohnung,3.5,105,1570
511,511,21.03.2020,Chemin du Taxéroz ,9,1807,Blonay,Villa,4.5,150,3700
512,512,21.03.2020,Rte de Lucens ,3,1536,Combremont-le-Petit,Ladenfläche,-,130,1200
513,513,21.03.2020,Ch. des Chameilles ,3,1807,Blonay,Villa,6.5,170,5000
515,515,22.03.2020,Dufourstrasse ,5,9400,Rorschach,Wohnung,3.5,80,1130
516,516,21.03.2020,Blumenstrasse ,6,9300,Wittenbach,Wohnung,4.5,103,1640
517,517,21.03.2020,Bahnhofstrasse ,26,8274,Tägerwilen,Wohnung,4.5,105,1580
518,518,22.03.2020,Brühlstrasse ,107,9320,Arbon,Wohnung,4.5,98,1690
519,519,21.03.2020,Schlösslistrasse ,12,6030,Ebikon,Atelier,-,74,1085
521,521,21.03.2020,Ruhbergstrasse ,34,9230,Flawil,Wohnung,3.5,73,1190
522,522,22.03.2020,Eschenweg ,1,6340,Baar,Wohnung,1.5,35,1590
523,523,22.03.2020,Birkenweg ,7,5727,Oberkulm,Dachwohnung,4.5,92,1470
524,524,21.03.2020,Luzernerstrasse ,15,6024,Hildisrieden,Wohnung,4.5,108,1985
525,525,21.03.2020,Erlenstrasse ,78,4058,Basel,Maisonette / Duplex,4.5,112,2300
526,526,21.03.2020,Rütistrasse ,20,9050,Appenzell,Büro,-,10,480
527,527,21.03.2020,Rosengässli ,2,6374,Buochs,Einfamilienhaus,6,134,2700
529,529,21.03.2020,Geren ,719,9103,Schwellbrunn,Wohnung,3,35,730
530,530,22.03.2020,Duonigstrasse ,12,7317,Valens,Möbliertes Wohnobjekt,1.5,45,700
532,532,21.03.2020,Stauffacherstrasse ,2,9000,St. Gallen,Wohnung,2,56,1090
533,533,21.03.2020,Maiengrüenistrasse ,6,6206,Neuenkirch,Gewerbe,-,30,460
535,535,21.03.2020,Bubendörferstrasse ,25,4424,Arboldswil,Dachwohnung,4,80,1690
536,536,22.03.2020,Mattstrasse ,13,6052,Hergiswil NW,Wohnung,3.5,75,1750
537,537,21.03.2020,Wirtsgartenweg ,26,4123,Allschwil,Einfamilienhaus,5.5,172,3500
538,538,21.03.2020,St. -Heinrich-Strasse ,13,6370,Oberdorf NW,Terrassenwohnung,4.5,83,2100
542,542,21.03.2020,St. Jakob-Strasse ,170,4132,Muttenz,Gewerbe,-,185,2651
543,543,21.03.2020,Äussere Vordergasse ,6,8353,Elgg,Wohnung,2.5,60,1500
544,544,21.03.2020,Spannortstrasse ,5,6003,Luzern,Wohnung,3.5,78,1760
548,548,21.03.2020,Avenue de la Promenade ,14,1530,Payerne,Einzelzimmer,1,36,670
551,551,21.03.2020,Bahnhofstrasse ,26,8274,Tägerwilen,Wohnung,5.5,120,1750
552,552,21.03.2020,Hohlstrasse ,465,8048,Zürich ,Büro,-,55,1160
554,554,21.03.2020,Mariabergstrasse ,5,9400,Rorschach,Dachwohnung,2.5,64,1250
555,555,21.03.2020,Via Portalavanda ,7,7014,Trin,Wohnung,4.5,102,2080
556,556,21.03.2020,Via Portalavanda ,7,7014,Trin,Dachwohnung,4.5,102,2370
558,558,22.03.2020,Seebacherstrasse ,62,8052,Zürich,Wohnung,2.5,55,1700
559,559,22.03.2020,Hauptstrasse ,49,9400,Rorschach,Wohnung,3.5,146,1790
560,560,21.03.2020,Krümmenswil ,417,9643,Krummenau,Wohnung,2.5,65,700
561,561,21.03.2020,Strndweg ,96,3004,Bern,Wohnung,1,25,690
562,562,21.03.2020,Lindenheimstrasse ,7,6032,Emmen,Wohnung,2.5,65,1410
563,563,21.03.2020,Lindenheimstrasse ,7,6032,Emmen,Wohnung,3.5,83,1710
567,567,21.03.2020,Steinmattschleif ,14,3920,Zermatt,Möbliertes Wohnobjekt,2,32,990
568,568,21.03.2020,Schönaustrasse ,48,4058,Basel,Wohnung,2.5,61,979
569,569,21.03.2020,Langensandstrasse ,14,6005,Luzern,Wohnung,4.5,109,2450
571,571,21.03.2020,Autschachenpark ,7,8752,Näfels,Wohnung,4.5,136,2290
572,572,21.03.2020,St. Jakobsstrasse ,187,4052,Basel,Gewerbe,-,102,2220
573,573,21.03.2020,Steinenvorstadt ,79,4051,Basel,Praxis,-,148,2106
574,574,21.03.2020,Marsstrasse ,19,4123,Allschwil,Wohnung,3,80,1670
575,575,22.03.2020,Amselstrasse ,10,4410,Liestal,Wohnung,3,56,1180
576,576,22.03.2020,Waldstrasse ,20,4410,Liestal,Wohnung,4.5,111,2026
577,577,22.03.2020,Ebenrainweg ,1,4450,Sissach,Wohnung,4.5,94,1790
578,578,21.03.2020,Rheinstrasse ,20,4414,Füllinsdorf,Wohnung,3,65,1172
579,579,21.03.2020,Hofmattstrasse ,3,4415,Lausen,Wohnung,1,22,415
580,580,21.03.2020,Habshagstr. ,15,4153,Reinach BL,Wohnung,3.5,75,1750
581,581,21.03.2020,Stebligerweg ,4,4450,Sissach,Wohnung,4.5,91,1645
583,583,22.03.2020,Ergolzstrasse ,32,4414,Füllinsdorf,Wohnung,2.5,58,1370
584,584,22.03.2020,Ergolzstrasse ,34,4414,Füllinsdorf,Wohnung,3,66,1500
586,586,21.03.2020,Langegasse ,131,4104,Oberwil BL,Lager,-,38,280
587,587,21.03.2020,Wattstrasse ,7,8050,Zürich,Wohnung,2.5,62,1970
588,588,22.03.2020,Pündtstrasse ,3,9320,Arbon,Büro,-,36,680
590,590,22.03.2020,Schulweg ,2,9475,Sevelen,Einzelzimmer,1,16,490
591,591,21.03.2020,Schwyzerstrasse ,29,6440,Brunnen,Wohnung,4.5,90,1600
594,594,22.03.2020,Pündtstrasse ,3,9320,Arbon,Büro,-,36,680
596,596,21.03.2020,Spisergasse ,38,9000,St. Gallen,Gewerbe,-,47,384
597,597,22.03.2020,Hofjüngerstrasse ,5,9630,Wattwil,Wohnung,1.5,39,770
598,598,22.03.2020,Spisergasse ,40,9000,St. Gallen,Dachwohnung,4,65,1390
599,599,21.03.2020,Friedenstrasse ,10,9320,Arbon,Dachwohnung,3,63,1090
600,600,22.03.2020,Goldbrunnenstrasse ,30,9000,St. Gallen,Wohnung,4,85,1680
601,601,21.03.2020,Goldbrunnenstrasse ,30,9000,St. Gallen,Wohnung,4,90,1690
602,602,22.03.2020,Bürglistrasse ,5,9000,St. Gallen,Möbliertes Wohnobjekt,2,47,1450
603,603,21.03.2020,Hauptstrasse ,46,9475,Sevelen,Wohnung,1,27,880
604,604,22.03.2020,Lindenstrasse ,31,9008,St. Gallen,Dachwohnung,4,85,1290
605,605,21.03.2020,Wilenstrasse ,4,9322,Egnach,Wohnung,3.5,105,1480
606,606,22.03.2020,Marktplatz ,8,9400,Rorschach,Wohnung,3.5,100,1690
608,608,21.03.2020,Marktplatz ,8,9400,Rorschach,Wohnung,3.5,100,1690
609,609,21.03.2020,Tiefengrabenstr. ,20,4102,Binningen,Wohnung,4.5,98,2200
611,611,21.03.2020,Unterer Graben ,13,9000,St. Gallen,Wohnung,2,40,1100
613,613,21.03.2020,Bahnhofstrasse ,30,8590,Romanshorn,Gewerbe,-,240,195
620,620,21.03.2020,Rue des Oeuchettes ,17,2732,Reconvilier,Villa,4.5,150,2000
637,637,21.03.2020,Im Brühl ,10,8112,Otelfingen,Wohnung,4,88,1750
638,638,21.03.2020,Rubiswilstrasse ,29,6438,Ibach,Hobbyraum,-,12,100
643,643,21.03.2020,Burgstrasse ,56,8610,Uster,Wohnung,4,77,1590
661,661,21.03.2020,Ateliergasse ,17,5600,Lenzburg,Wohnung,4.5,116,2440
662,662,21.03.2020,Gumpenwiesenstr. ,46,8157,Dielsdorf,Maisonette / Duplex,4.5,121,2060
663,663,21.03.2020,Lägernstrasse ,6,8162,Steinmaur,Wohnung,4.5,98,2050
664,664,21.03.2020,Am Balsberg ,28,8302,Kloten,Attikawohnung,2.5,60,1680
665,665,21.03.2020,Glärnischstrasse ,1,8752,Näfels,Wohnung,5,92,1550
666,666,21.03.2020,Zuerichstr. ,12,8610,Uster,Wohnung,2.5,69,1550
667,667,21.03.2020,Rainmattweg ,6,4203,Grellingen,Wohnung,4.5,109,1940
668,668,21.03.2020,Apfelseestrasse ,18,4143,Dornach,Wohnung,2,54,1140
669,669,21.03.2020,Oetlingerstrasse ,50,4057,Basel,Wohnung,2,56,1290
670,670,21.03.2020,Florastrasse ,30,4127,Birsfelden,Wohnung,3.5,63,1610
671,671,21.03.2020,Schönaustrasse ,38,4058,Basel,Wohnung,2,45,1220
672,672,21.03.2020,Burgweg ,14,4058,Basel,Wohnung,2,52,1490
673,673,21.03.2020,Burgweg ,14,4058,Basel,Wohnung,1.5,45,1220
675,675,21.03.2020,Burgweg ,14,4058,Basel,Wohnung,2,45,1300
676,676,21.03.2020,Burgweg ,14,4058,Basel,Gewerbe,-,29,970
677,677,21.03.2020,Chemin des Jonchets ,14,1030,Bussigny,Wohnung,4.5,100,2495
678,678,21.03.2020,Meisenweg ,25,3604,Thun,Wohnung,5.5,104,2210
679,679,21.03.2020,Gartenweg ,14,4310,Rheinfelden,Wohnung,4,78,1670
680,680,21.03.2020,Gartenweg ,14,4310,Rheinfelden,Wohnung,4,78,1750
681,681,21.03.2020,Achilles Bischoff-Strasse ,9,4053,Basel,Wohnung,2,45,1210
683,683,21.03.2020,Stauwehrstrasse ,25,5012,Schönenwerd,Wohnung,3.5,67,1210
684,684,21.03.2020,Stauwehrstrasse ,27,5012,Schönenwerd,Wohnung,2.5,57,990
685,685,21.03.2020,Rütiweid ,6,6340,Baar,Dachwohnung,4.5,106,2320
690,690,21.03.2020,Grosswiesenstrasse ,13,8542,Wiesendangen,Einfamilienhaus,5.5,135,2800
693,693,21.03.2020,Oberdorfstrasse ,34,6207,Nottwil,Wohnung,4.5,113,1950
696,696,22.03.2020,Rue de l'Ancien Comté ,14,1635,La Tour-de-Trême,Wohnung,2.5,36,1010
697,697,21.03.2020,Bremgartnerstr. ,77,8003,Zürich,Wohnung,2,48,1853
698,698,21.03.2020,Sonnenbergstrasse ,64,8603,Schwerzenbach,Wohnung,3.5,101,2250
702,702,21.03.2020,Promenade de l'Europe ,7,1203,Genève,Wohnung,5,95,3180
709,709,21.03.2020,Chemin du Village ,13,1941,Cries (Vollèges),Maisonette / Duplex,3.5,118,1250
710,710,21.03.2020,Chemin de la Côte ,2,1934,Le Châble VS,Wohnung,1.5,35,3150
711,711,21.03.2020,Rue Félix Corthay ,3,1934,Le Châble VS,Studio,1,16,725
712,712,22.03.2020,Ch. des Grandes Maraîches ,27,1906,Charrat,Wohnung,3,89,1618
713,713,22.03.2020,Rue des Uttins ,14,1400,Yverdon-les-Bains,Wohnung,3,70,1470
714,714,21.03.2020,Rue du Four ,1,1055,Froideville,Wohnung,4.5,108,1980
715,715,21.03.2020,Rigiweg ,2,6354,Vitznau,Wohnung,3.5,103,2200
716,716,20.03.2020,Sagenmattstrasse ,24,6003,Luzern,Wohnung,4.5,87,1900
722,722,20.03.2020,[  ]Sonnenrain ,8,5316,Leuggern,Einfamilienhaus,4.5,110,1600
723,723,20.03.2020,Am Giessenpark ,9,8600,Dübendorf,Wohnung,2.5,65,1890
724,724,20.03.2020,Dornacherstrasse ,14,4053,Basel,Wohnung,3.5,79,1635
725,725,20.03.2020,Im Riet ,6,8200,Schaffhausen,Wohnung,4.5,85,1820
726,726,20.03.2020,Im Riet ,2,8200,Schaffhausen,Wohnung,2,58,1255
728,728,20.03.2020,Gempenstr. ,46,4053,Basel,Wohnung,2.5,51,1440
729,729,20.03.2020,Rustmattweg ,4,4543,Deitingen,Wohnung,4.5,92,1550
732,732,20.03.2020,Delfterstr. ,33,5004,Aarau,Wohnung,2.5,50,1155
733,733,20.03.2020,Sulgenbachstr. ,20,3007,Bern,Wohnung,1,41,1290
735,735,20.03.2020,Am Rebberg ,1,8535,Herdern,Wohnung,3.5,82,1700
736,736,20.03.2020,Friederichstrasse ,2,5603,Staufen,Wohnung,4.5,85,1617
737,737,20.03.2020,Rue de Lyon ,10,1201,Genève,Studio,1,23,1240
739,739,20.03.2020,Schaffhauserstrasse ,110,8152,Glattbrugg,Wohnung,2.5,56,1680
740,740,20.03.2020,Höflistr. ,42,8135,Langnau am Albis,Wohnung,4.5,104,242
742,742,20.03.2020,Brandstrasse ,33,8952,Schlieren,Maisonette / Duplex,5.5,146,2900
743,743,20.03.2020,Rue de la Mouline ,2,1022,Chavannes-près-Renens,Wohnung,4.5,100,2172
744,744,20.03.2020,Stiglenstrasse ,59,8052,Zürich,Wohnung,1,28,960
746,746,20.03.2020,Brandstrasse ,33,8952,Schlieren,Wohnung,2.5,56,1690
748,748,20.03.2020,Gerbiweg ,20,8910,Affoltern am Albis,Hobbyraum,-,14,100
750,750,20.03.2020,Parkallee ,8,4123,Allschwil,Wohnung,4.5,94,1930
752,752,20.03.2020,Av. Maria-Belgia ,6,1006,Lausanne,Wohnung,3,77,2445
755,755,20.03.2020,Markircherstrasse ,20,4055,Basel,Wohnung,3.5,83,1510
756,756,20.03.2020,Ch. de Pré-d'Emoz ,16,1860,Aigle,Lager,-,28,220
757,757,20.03.2020,Av. des Baumettes ,80,1020,Renens VD,Wohnung,2.5,66,1370
758,758,20.03.2020,Ch. de Baugy ,10,1815,Clarens,Wohnung,3.5,88,1850
759,759,20.03.2020,Rue de la Mèbre ,15,1033,Cheseaux-sur-Lausanne,Wohnung,1.5,42,970
760,760,20.03.2020,Ch. de Publiaz ,21,1020,Renens VD,Wohnung,1,23,725
761,761,20.03.2020,Impasse des Agges ,16,1754,Avry-sur-Matran,Wohnung,4.5,100,1690
